"BRANCH_ID","LEGEL_NAME","ADDRESS_ID","PHONE_ID","FORM_TYPE_ID","COMMENTS","ORG_ID","MAIN_BRANCH","FACT_NAME"
550,"Вектор безопасности",589,959,5,"",553,1,"Вектор безопасности ООО"
552,"Пустовойтенко И.И.",591,963,7,"",555,1,"Пустовойтенко Н.И. ИП"
17841,"Сведар",17650,,5,"",16776,1,"Сведар"
591,"Ломбард Региональный залоговый дом",630,17517,5,"",602,1,"Ломбард Региональный залоговый дом"
24788,"ЧОО «Ягуар Блэк»",24503,,5,"",21006,1,"Ягуар Блэк ЧОП"
601,"Компьютер плаза",640,16558,5,"",610,1,"Компьютер плаза"
604,"Телепорт-Янтарь",643,19544,8,"",613,1,"Телепорт-Янтарь ЗАО"
47,"Атури",86,24730,5,"",63,1,"Атури ООО"
51,"Снайге Атлант",90,58,22,"",67,1,"Снайге Атлант"
25273,"Модная собачка",24983,,5,"",21421,1,"Модная собачка"
68,"Геррос Группа компаний",107,19851,8,"",84,1,"НЕДОЗВОН/Геррос"
79,"Беляев Л.А.",118,27887,7,"",96,1,"CENTRUM КАНЦТОВАРЫ (Германия)"
82,"Ле ВИП-стиль",121,14874,5,"",100,1,"КАМИНЫ & ИНТЕРЬЕР САЛОН-МАГАЗИН"
88,"Глагольева М.",127,140,7,"",105,1,"Студия красоты Марины Глагольевой"
92,"Техновент",131,147,5,"",108,1,"Техновент"
94,"Энтур",133,12139,5,"",110,1,"Энтур ООО"
259,"Автотекс",298,433,5,"",264,1,"Автотекс"
265,"ВТБ 24 ЗАО Операционный офис Калининградский",304,446,8,"",270,1,"ВТБ 24 ЗАО Операционный офис Калининградский"
270,"РосСтрой",309,456,8,"",275,1,"РосСтрой Cтроительная корпорация"
25274,"Эйкос Балт ООО",24984,,5,"",21422,1,"Эйкос Балт ООО"
608,"Аудиоклиника",647,1065,5,"",617,1,"Аудиоклиника мастерская "
25275,"Промсервис СЗ ООО",24985,,5,"",21423,1,"Промсервис СЗ ООО"
627,"Ходорович С.М.",666,1105,7,"",642,1,"Сезам "
638,"Franke",677,21148,5,"",655,1,"Franke Техника для кухни"
647,"Сервис-Партнер",686,1131,5,"",664,1,"Сервис-Партнер ГК"
25278,"ОВК-Инстал ООО",24988,,5,"",21425,1,"ОВК-Инстал ООО"
710,"Электроникс-Калининград",749,,5,"",728,1,"Электроникс-Калининград"
715,"Русский Страховой Брокерский Дом",754,1257,5,"",732,1,"Русский Страховой Брокерский Дом"
276,"ИнтерЭлектика",315,472,8,"",281,1,"ИнтерЭлектика"
280,"Оценка Консультации Аудит",319,480,5,"",285,1,"Оценка Консультации Аудит ООО"
358,"Мисолла Рекрутинг",397,,5,"Они же Ваш финансовый советник",366,1,"Мисолла Рекрутинг"
362,"Северный путь",401,25408,5,"",370,1,"Северный путь"
25279,"Кривченко В.И. ИП",24989,,7,"",21427,1,"Кривченко В.И. ИП"
374,"ЗападГазПродукт ",413,652,5,"",383,1,"ЗападГазПродукт ООО"
25280,"Кольберт и К ООО",24990,,5,"",21428,1,"Кольберт и К ООО"
382,"Клепиков",421,24816,7,"",391,1,"Риэл Эстэйт"
25282,"Разнополье ООО",24992,,5,"",21430,1,"Разнополье ООО"
387,"КРОООО РОО",426,675,5,"",396,1,"Российское общество оценщиков Калининградское региональное отделение Общероссийской общественной организации"
392,"Райпат.Рос",431,19473,5,"",401,1,"Райпат.Рос"
395,"SKS-Media",434,27122,5,"",404,1,"SKS-Media"
400,"ВеКа",439,14901,5,"",410,1,"ВеКа ООО"
409,"Торнадо ",448,719,5,"",419,1,"Торнадо"
24462,"Министерство финансов",24177,,27,"",19225,0,"Департамент бюджетного учета и отчетности"
418,"Специализированная коллегия адвокатов Юстиция",457,733,10,"",428,1,"Юстиция Специализированная коллегия адвокатов НО"
453,"Авеню",492,4851,5,"",463,1,"AVENUE PACKING /АВЕНЮ ПАКИНГ фирменные пакеты"
466,"Арматура-Калининград",505,812,5,"",476,1,"Арматура-Калининград"
24478,"Министерство развития инфраструктуры Калининградской области",24193,,27,"",19226,0,"Департамент регулирования вопросов энергосбережения, топливо-энергетического комплекса, недропользования и водных отношений"
472,"РИКО-Авто",511,826,5,"",482,1,"РИКО-Авто"
24479,"Министерство развития инфраструктуры Калининградской области",24194,,27,"",19226,0,"Департамент развития транспортного комплекса и дорожной деятельности"
485,"Строительная фирма ПГС ",524,849,5,"",493,1,"Строительная фирма ПГС ООО"
488,"Вилла-Балт",527,857,5,"",496,1,"Вилла-Балт"
493,"Матисс",532,870,5,"",501,1,"Матисс Салон интерьера"
24482,"Министерство строительства и жилищно-коммунального хозяйства",24197,,27,"",19227,0,"Департамент строительства"
1239,"Медицинский центр доверия",1278,2125,5,"",1275,1,"Медицинский Центр Доверия"
1243,"МеталлСпецСтрой",1282,2554,5,"",1279,1,"МеталлСпецСтрой"
1247,"Калининград-Карго",1286,2144,5,"",1284,1,"Калининград-Карго ООО"
1258,"Свена Тур",1297,,5,"",1296,1,"Свена Тур ООО"
1265,"Филанд",1304,2188,5,"",1305,1,"Филанд"
1271,"Поликарпова Е.М.",1310,27095,7,"",1312,1,"СКРЕПКА"
1273,"Тамаровский С.И.",1312,2203,7,"",1315,1,"Эмели Салон-магазин"
1431,"Эпидент ",1470,2523,5,"",1517,1,"Эпидент"
24485,"Министерство строительства и жилищно-коммунального хозяйства",24200,,27,"",19227,0,"Департамент ЖКХ"
24497,"Министерство социальной политики",24212,,27,"",19233,0,"Департамент социальной поддержки населения"
1453,"Шинный двор",1492,16076,5,"",1545,0,"Шинный двор"
1452,"Шинный двор",1491,27980,5,"",1545,1,"Шинный двор"
17871,"Цигун, Тайдзидюань",17674,,5,"",16797,1,"Цигун, Тайдзидюань"
1459,"КООО школа автомобилистов",1498,2575,5,"",1551,1,"ВОА Автошкола"
16654,"Бюро технологий",16511,27750,5,"",15829,1,"Бюро IT"
1471,"Эльбор",1510,,5,"",1563,1,"Дом дверей"
1477,"Кот и Пес Ветеринарная аптека",1516,2602,5,"",1569,1,"Кот и Пес Ветеринарная аптека"
16657,"Селиванов А.Г.",16513,27758,7,"",1939,0,"Окна Vetrex"
1484,"ПитерСофт Новые Технологии",1523,2612,5,"",1574,1,"ПитерСофт Новые Технологии ООО"
1485,"Понамарева Н.Г.",1524,5968,7,"",1575,1,"Black Bug Центр охранных систем"
1490,"Ажур Студия натяжных потолков",1529,2625,5,"",1580,1,"Ажур Студия натяжных потолков"
1495,"Калининград Калий",1534,2631,5,"",1585,1,"Калининград Калий"
24824,"Формула эвакуатор",24537,,5,"",21041,1,"Формула эвакуатор"
16711,"Новая баня",16559,27892,5,"бывший Гостиный двор",15846,1,"Новая баня"
1650,"Новомед",1689,2886,5,"",1727,1,"Новомед МЦ"
1656,"ТД Гиант",1695,2896,5,"",1733,1,"Гиант ТЦ"
1658,"Группа компаний Строймаш-Калининград",1697,19315,5,"",1735,1,"Строймаш-Калининград ООО"
1668,"Ультра",1707,20496,5,"",1748,1,"Ультра"
24825,"Мальцев А.А.",24538,,7,"",21042,1,"Mario Rioli"
1678,"ФГУП ""Охрана"" МВД России филиал в г. Калининграде",1717,10113,28,"",1755,1,"Охрана ФГУП МВД России филиал в г. Калининграде"
1707,"Баренц-Балт",1746,2963,5,"",1763,1,"Баренц-Балт ООО"
1715,"ГЕОИД",1754,15901,5,"",1770,1,"ГЕОИД"
24827,"Мастерская натяжных потолков",24540,,5,"",21044,1,"Мастерская натяжных потолков"
24828,"Дверин и Ко",24541,,5,"",21045,1,"НЕДОЗВОН/Дверин и Ко"
1731,"Метацентр",1770,3006,15,"",1787,1,"Метацентр НОУ"
24829,"Калининградский Контакт Центр",24542,,5,"",21046,1,"Калининградский Контакт Центр"
1744,"Федякин И.Ю.",1783,,7,"",1806,1,"Megart"
1749,"Пикторика",1788,3041,5,"",1811,1,"Pictorica ООО"
1755,"Дарисса",1794,3052,5,"",1819,0,"ПРОТЕЯ"
1767,"Азимут-Проект",1806,,5,"",,0,""
9756,"Вавилон",9795,14898,5,"",4396,1,"Вавилон"
1773,"РосКард",1812,3079,5,"",1836,1,"РосКард Центр оперативной полиграфии"
1774,"РосКард",1813,3080,5,"",1836,0,"РосКард Центр оперативной полиграфии"
1777,"Лесная Биржа",1816,3082,5,"",1838,1,"Лесная Биржа"
40,"Каминская Е.Т.",79,41,7,"",55,1,"ОПЕРАТИВНАЯ ПОЛИГРАФИЯ ТИПОГРАФИЯ"
18461,"Триада Сервис Плюс",18240,,5,"",17433,1,"Триада Сервис Плюс"
110,"Бат-Сервис",149,183,5,"",122,1,"КореяСервисАвто ООО"
113,"Мегапак",152,187,5,"",124,1,"Мегапак"
17737,"Иванова Р.И.",17548,,7,"",16676,1,"Адвокат Иванова Р.И."
17738,"Иванова Т.В.",17549,,7,"",16677,1,"Адвокат Иванова Т.В."
118,"Вектор Вест",157,1782,5,"",127,1,"Вектор Вест ООО"
125,"Центр Модульного Строительства",164,19377,5,"",93,1,"Центр модульного строительства"
12255,"Кондор",12294,27104,5,"",12163,1,"Кондор"
17948,"Лентелефонстрой-СМУ-2",17744,,5,"",16867,1,"Лентелефонстрой-СМУ-2"
24832,"1С: Мультимедиа. Калининград",24545,,5,"",21049,1,"1С: Мультимедиа. Калининград"
24833,"20 DEN+",24546,,5,"",21050,1,"20 DEN+"
151,"Кутинова С.Б.",190,248,7,"",163,1,"Сан-Тропе"
156,"Виктория",195,253,5,"",167,1,"НЕДОЗВОН/Виктория"
168,"Тогас Запад",207,19416,5,"",178,1,"Тогас Запад"
174,"Альянс-Лизинг",213,282,8,"",184,1,"Альянс-Лизинг"
24835,"Ростан",24548,,5,"",21052,1,"39city.ru"
207,"Банк Москвы",246,27698,11,"",214,1,"Банк Москвы"
213,"Сумеркин А.А.",252,340,7,"",220,1,"Сумеркин А.А. ИП"
218,"Септима",257,357,5,"",225,1,"Септима"
29239,"Гусевский муниципальный район ",28933,,27,"",24037,1,"Совет депутатов Гусевского МР"
23988,"Испытательная пожарная лаборатория по КО",23710,,26,"",20753,1,"Испытательная пожарная лаборатория по КО"
234,"Грифас-Авто",273,387,5,"",241,1,"Грифас-Авто"
243,"Мудрак П.А.",282,402,5,"",247,1,"Верже"
246,"Диапазон",285,11546,5,"",250,1,"Медицинская одежда"
249,"Страховая группа МСК",288,25487,6,"",254,1,"МСК Страховая группа филиал в г. Калининграде ОАО"
255,"БалтикЦентр СБ",294,19647,5,"",260,1,"БалтикЦентр СБ"
498,"Камский Центр кузовного ремонта",537,875,5,"",504,1,"Камский Центр кузовного ремонта"
500,"Балтийская династия",539,877,5,"",505,1,"Балтийская династия"
29240,"Михайловское сельское поселение",28934,,27,"",24038,1,"Михайловское сельское поселение"
29241,"Кубановское сельское поселение",28935,,27,"",24039,1,"Кубановское сельское поселение"
512,"Цуканова Ю. В.",551,11990,7,"",517,1,"Афелия"
17664,"Верус",17476,,5,"",16603,1,"Верус"
568,"Ржевская и К",607,999,5,"",576,1,"Ржевская и К"
29242,"Маяковское сельское поселение",28936,,27,"",24040,1,"Маяковское сельское поселение"
18364,"Норд-Транспорт",18145,,5,"",17315,1,"Норд-Транспорт ООО"
576,"Романюк В.И.",615,1010,7,"",585,1,"Романюк В.И. ИП"
580,"Объединение частных детективов России. Региональное отделение",619,1016,27,"",592,1,"Объединение частных детективов России. Региональное отделение КО"
582,"Подводный мир",621,1020,5,"",594,0,"Подводный мир"
587,"Стоматологический кабинет",626,1028,5,"",598,1,"Стоматологический кабинет"
24837,"7 футов",24550,,5,"",21054,1,"7 футов "
655,"СК",694,15506,5,"",672,1,"Клондайк Группа компаний"
29243,"Служба заказчика-застройщика",28937,,25,"",24041,1,"Служба заказчика-застройщика МБУ"
677,"Прегель Морское агентство",716,1190,5,"",695,1,"Прегель Морское агентство"
24836,"39 штат ру",24549,,5,"",21053,1,"НЕДОЗВОН/39 штат ру"
688,"Эльх-Тур",727,1211,5,"",706,1,"ЭЛЬХ-ТУР ООО"
24838,"Восьмая чакра",24551,,5,"",21055,1,"Восьмая чакра"
300,"УРАЛСИБ Лизинговая компания ООО",339,517,5,"",305,1,"УРАЛСИБ Лизинговая компания ООО"
24839,"Ориент инвест",24552,,5,"",21056,1,"Ориент инвест"
29244,"Избирательная комиссия Калининградской области",28938,,27,"",2283,0,"Избирательная комиссия Калининградской области"
24840,"Студия красоты Анны Ключанских",24553,,5,"",21057,1,"АК-studio ООО"
324,"Аквафид",363,559,5,"",331,1,"Аквафид"
24841,"Anna Verdi",24554,,5,"",21058,1,"Anna Verdi"
336,"Калининградпромпроект",375,583,6,"",342,1,"Калининградпромпроект ОАО"
24842,"Лапшин А.О.",24555,,7,"",21059,1,"AROMAair"
29245,"Городская баня",28939,,25,"",24042,1,"Городская баня МУП"
348,"Мелиоратор",387,11926,8,"",354,1,"Мелиоратор ЗАО"
29246,"Столовых учебных заведений",28940,,25,"",24043,1,"Столовых учебных заведений МУП"
29247,"Водоканал",28941,,25,"",5279,0,"Водоканал"
29248,"Гусевская средняя общеобразовательная школа №1 им. С.И. Гусева",28942,,16,"",8668,0,"Гусевская средняя общеобразовательная школа №1 им. С.И. Гусева"
427,"Кросс",466,27152,8,"",437,1,"Кросс"
429,"Кёнигсгартен ООО",468,25799,5,"",439,1,"Кёнигсгартен ООО"
434,"Калининградтеплогазпроект ",473,27127,5,"",444,1,"Калининградтеплогазпроект ООО"
24846,"Bali",24559,,5,"",21062,1,"Bali"
24847,"Витрина",24560,,5,"",21063,1,"Витрина "
532,"Рёкал-Кис",571,25885,5,"",534,1,"Рёкал-Кис"
29249,"Гусевская средняя общеобразовательная школа №3",28943,,16,"",8673,0,"Гусевская средняя общеобразовательная школа №3"
539,"Ника-тур",578,943,5,"",541,1,"Ника-тур"
545,"Киреева Т.В.",584,951,7,"",548,1,"Валери"
1996,"Авианефть",2035,3458,8,"",2050,1,"Авианефть ЗАО"
29250,"Детско-юношеский спортивно-творческий центр",28944,,16,"",24044,1,"Детско-юношеский спортивно-творческий центр"
1782,"Балтпромпроект",1821,3094,5,"",1844,1,"Балтпромпроект ООО"
1785,"Сталкер Плюс",1824,,5,"",1849,1,"Сталкер-Плюс ООО"
1791,"Калининградское   Специализированное СМУ ЗАО ""МПСО ""Шахтоспецстрой""",1830,3117,8,"",1857,1,"Шахтоспецстрой МПСО"
29251,"№22 Детский сад ",28945,,25,"",24045,1,"№22 Детский сад "
29252,"Дом культуры пос. Михайлово",28946,,25,"",24046,1,"Дом культуры пос. Михайлово"
24849,"Beauty Derm",24562,,5,"",21065,1,"Beauty Derm"
1118,"Техтранс Плюс",1157,,5,"",1160,1,"Техтранс Плюс ООО"
1124,"Юрина А.З. ",1163,1931,7,"",1164,1,"Юрина А.З. ИП"
1128,"ИНОК – Центр информационного обеспечения бизнеса",1167,5171,5,"",1168,1,"ИНОК — Центр информационного обеспечения бизнеса"
1130,"Балтик-Оптик",1169,1944,5,"",1170,1,"Балтик-Оптик"
1138,"Номинал ГК",1177,1952,5,"",1173,1,"Рол-Гарант"
1142,"Передовые технологии",1181,1959,5,"",1177,1,"Передовые технологии"
1150,"Ничипоренко А.В.",1189,1973,7,"",1183,1,"Дантист ООО"
24850,"Belle Vie Шоколадный дом",24563,,5,"",21066,1,"Belle Vie Шоколадный дом"
1164,"Центр красоты лица и тела",1203,1999,5,"",1195,1,"Центр красоты лица и тела"
1169,"Медистом",1208,2004,5,"",1200,1,"Медистом"
1173,"Медико-диагностический центр",1212,2009,5,"",1204,0,"Медико-диагностический центр"
1175,"Вивадент",1214,23960,5,"",1205,0,"Вивадент"
1178,"Бразилия Клиника пластической хирургии",1217,2016,5,"",1207,1,"Бразилия Клиника пластической хирургии"
1185,"Водные технологии ",1224,2029,5,"",1214,1,"Водные технологии ООО"
1279,"Лаверна",1318,28142,5,"",1320,1,"Лаверна"
1282,"Легус",1321,2218,5,"",1322,0,"Легус"
29253,"Дом культуры пос. Михайлово",28947,,25,"",24046,0,"Лермонтовский филиал"
1313,"Балтика АКБ ОАО операционный офис Калининградский",1352,16546,11,"",1361,1,"Балтика АКБ ОАО операционный офис Калининградский"
1314,"МегаДизель",1353,17452,5,"",1363,1,"МегаДизель"
1322,"Цвет",1361,15058,5,"",1370,1,"Цвет"
29612,"Снабженец ГК",29301,,23,"",24130,1,"Снабженец ГК"
29254,"Дом культуры пос. Кубановка",28948,,25,"",24047,1,"Дом культуры пос. Кубановка"
29255,"Дом культуры пос. Маяковское",28949,,25,"",24048,1,"Дом культуры пос. Маяковское"
751,"Кассия",790,1309,5,"",769,1,"Кассия"
754,"Изабелла ",793,1313,5,"",772,1,"Изабелла"
756,"Транспортно-Судоходная Компания",795,1315,5,"",774,1,"Транспортно-Судоходная Компания ООО"
759,"Hollywood",798,1320,5,"",777,1,"Hollywood Фитнес-клуб"
828,"Люгана",867,1402,5,"",849,1,"Люгана"
24854,"Craftini",24567,,5,"",21070,1,"Craftini"
19733,"БалтАгроТорг",19494,,5,"",18269,1,"БалтАгроТорг"
1567,"Парк-Тур",1606,2775,5,"",1665,1,"Парк-Тур"
1568,"Атлант-Вест",1607,2777,5,"",1666,1,"Атлант-Вест"
1570,"Рутений",1609,2782,5,"",1668,1,"Рутений"
2737,"Мир подшипников",2776,,5,"",2882,0,"Мир подшипников ГК"
1572,"Учебно-консультационный центр Рост",1611,2787,5,"",1670,1,"Рост Учебно-консультационный центр"
1581,"Андро-V",1620,2802,5,"",1685,1,"Андро-V"
16305,"Гран-Мар",16194,12846,5,"",8781,1,"Гран-Мар"
17615,"Аюрведа",17428,,5,"",16557,1,"Аюрведа Учебно-консультационный центр"
17616,"Вирюханова М.Б.",17429,,7,"",2125,1,"Карнавал"
18366,"Гавриленко Н.В.",18147,,7,"",17318,1,"100+"
1638,"Промкомплект",1677,28573,5,"офис группы ""Вестер""",1718,1,"Промкомплект"
1642,"Сервис здоровья",1681,2876,5,"",1721,1,"Сервис здоровья"
24498,"Поликлиника медико-санитарной части УВД по КО",24213,,27,"",20890,1,"Поликлиника медико-санитарной части УВД по КО"
24985,"Смычник Ю.П.",24696,,7,"",19150,0,"Мягкая мебель"
2025,"Балтийская насосная компания",2064,3502,5,"",2079,1,"Промышленные насосы ТД"
2030,"Аква-прод-Балт",2069,19246,5,"",2084,1,"Аква-прод-Балт"
2045,"Бони плюс",2084,3528,5,"",2100,1,"Бони плюс"
2053,"Миледи",2092,3539,5,"",2109,1,"Миледи"
2060,"Актуэль",2099,3546,5,"",2115,1,"Актуэль"
2067,"Клышбаева О.А.",2106,3564,7,"",2122,1,"Franck Provost"
2073,"Таран С.А.",2112,3570,7,"",2128,1,"Таран С.А. ИП"
2094,"Фрейт Линк",2133,17198,6,"",2151,1,"Pony express"
2107,"Юридическое бюро Королевой В.А.",2146,3623,5,"",2163,1,"Юридическое бюро Королевой В.А."
24500,"№1 Детский сад  ",24215,,27,"",20892,1,"№1 Детский сад "
2113,"Гамма Мебель",2152,3638,5,"",2169,1,"Мебель на Калужской"
24501,"Родник Детский сад ",24216,,27,"",20893,1,"Родник Детский сад "
2125,"Орган по сертификации «Калининград-пожсертификация»",2164,3656,5,"",2184,1,"Калининград-пожсертификация Орган по сертификации ООО"
2127,"Татэкс",2166,5138,5,"",2186,1,"ТАТЭКС"
24502,"Дворец культуры г. Светлый",24217,,27,"",20894,1,"Дворец культуры г. Светлый"
841,"Балтполимер опт",880,27643,5,"",863,1,"Балтполимер Группа компаний"
845,"Калининградский Дом Фото",884,16436,5,"",866,0,"С-Фото  "
1345,"House",1384,2359,7,"",1398,1,"House"
1350,"Аквамед",1389,17814,5,"",1403,0,"Аквамед"
18526,"Helio-Spa",18303,,5,"",17507,1,"Helio-Spa"
1358,"Логистика-Запад",1397,,5,"",1418,1,"Логистика-Запад"
1361,"Калининградский морской рыбный порт ФГУП",1400,22008,28,"",1421,1,"Калининградский морской рыбный порт ФГУП"
1369,"Евроазия Транзит",1408,2404,5,"",1432,1,"Евроазия Транзит"
1374,"Виктранс",1413,2414,5,"",1439,1,"Виктранс"
25044,"Эдвентим",24754,,5,"",21223,1,"Эдвентим"
11512,"Евродент",11551,18154,5,"",11513,1,"Евродент"
24525,"Кронпринц  типография",24240,,5,"",20901,1,"Кронпринц  типография"
24526,"Региональный градостроительный центр",24241,,27,"",20902,1,"Региональный градостроительный центр"
1409,"Юрконсалтинг ",1448,2483,5,"",1491,1,"Юрконсалтинг"
1414,"Пинус Калининград",1453,2492,5,"",1495,1,"Двери"
1419,"Группа АФФА",1458,2499,5,"",1499,1,"Группа АФФА"
24527,"Агентство по спорту Калининградской области",24242,,27,"",20903,1,"Агентство по спорту Калининградской области"
25206,"Балтийские просторы",24916,,5,"",21358,1,"Балтийские просторы"
847,"Анучина Г.А.",886,1431,7,"",868,1,"ГАЗ детали машин. Специализированный магазин"
854,"Климат-Стайл",893,14786,5,"",876,1,"Климат-Стайл"
899,"Шлегель П.П.",938,1521,7,"",923,1,"Техинвест-Сервис"
901,"Европост ",940,24664,5,"Дополнительный офис - Московский пр-т, 40, офис 204",925,1,"Европост ООО"
906,"Лыков А.Е.",945,18366,7,"",930,1,"Лыков А.Е. ИП"
908,"Теремок",947,1544,5,"",932,1,"Теремок"
25207,"Бахов и сыновья",24917,,5,"",21359,1,"Бахов и сыновья"
920,"Дошкольник плюс",959,1561,5,"",944,0,"Дошкольник плюс"
24528,"Агентство по развитию связи и массовых коммуникаций Калининградской области",24243,,27,"",20904,1,"Агентство по развитию связи и массовых коммуникаций Калининградской области"
925,"Мостовец И.И.",964,1567,7,"",949,1,"Оптово-розничный магазин"
931,"Микитенко Е.Е.",970,1574,7,"",955,1,"Тамила Салон красоты"
936,"Карвеон",975,18308,5,"",960,1,"Карвеон ГК"
939,"Балтнафтатрейд",978,1588,5,"",963,1,"Балтнафтатрейд"
955,"4+ Архитектурная мастерская",994,15645,5,"",984,1,"4+ Архитектурная мастерская"
25208,"Contiauto",24918,,5,"",21361,1,"НБТ/Contiauto"
966,"Ваш ломбард",1005,1639,5,"",995,0,"Ваш ломбард"
971,"Академия красоты",1010,20221,5,"",998,1,"Академия красоты"
973,"Мастер Право",1012,1647,5,"",1000,1,"Мастер Право"
19367,"Центр развития бизнеса ГК",19129,,5,"",2149,1,"Центр развития бизнеса ГК"
979,"Водинжсервис ",1018,1659,6,"",1009,1,"Водинжсервис ОАО"
24529,"Агентство по рыболовству и развитию рыбохозяйственного комплекса Калининградской области",24244,,27,"",20905,1,"Агентство по рыболовству и развитию рыбохозяйственного комплекса Калининградской области"
992,"Точка опоры",1031,1689,5,"",1027,1,"Точка опоры"
996,"Альтекс",1035,1696,5,"",1031,1,"Картинки с выставки"
999,"Судьева Е.А.",1038,1703,7,"",1035,1,"КАСПЕР — уборочная компания"
1004,"Золотое руно",1043,1710,5,"",1039,1,"Золотое руно Швейное производство"
24530,"Аналитическое управление Правительства Калининградской области",24245,,27,"",20906,1,"Аналитическое управление Правительства Калининградской области"
1029,"Вивагс",1068,1740,5,"",1056,1,"Вивагс ООО"
731,"Бельтюков А.К.",770,1279,7,"",748,1,"Бельтюков А.К. ИП"
736,"Латышов С.Г.",775,1286,7,"",753,1,"Автоэлектрик "
742,"Мастер Мебель",781,24299,5,"",760,1,"НЕДОЗВОН/Мастер Мебель"
746,"СТ-Трейд",785,,5,"",764,1,"СТ-Трейд"
766,"Барг Швейно-трикотажное ателье",805,1331,5,"",785,1,"Барг Швейно-трикотажное ателье"
769,"Лис А.Е.",808,1334,7,"",787,0,"4 Сезона"
780,"Трикотаж для всей семьи",819,1347,5,"",798,1,"Трикотаж для всей семьи"
26437,"Красивые окна",26144,,5,"",22118,1,"Красивые окна"
787,"Техбалткомплект",826,1355,5,"",803,1,"Вит"
791,"ПИК ТД",830,1361,5,"",807,1,"ПИК ТД"
26438,"Навигард",26145,,5,"",22120,1,"Навигард"
798,"Циркон",837,1370,5,"",813,1,"Циркон Ювелирная мастерская"
26439,"Авиатор Ателье",26146,,5,"",22121,1,"Авиатор Ателье"
805,"Ефанов Н.Н.",844,1379,7,"",822,1,"Салон музыкальных инструментов"
810,"Везувий",849,1384,5,"",827,1,"Везувий"
814,"Буланов Г.И.",853,1389,7,"",832,1,"Ариэль"
821,"Гунна",860,1396,5,"",839,1,"Гунна"
1039,"АМД Лаборатории",1078,15907,5,"",1068,1,"АМД Лаборатории"
1044,"ПОЧТЭК",1083,25418,5,"",1074,1,"ПОЧТЭК ООО"
1051,"Фармед",1090,1791,5,"",1085,1,"Ортопедия магазин"
1057,"Партнер-Калининград",1096,1798,5,"",1093,1,"ПАКС-Калининград"
1060,"Альфа Страхование ",1099,1805,6,"",1098,1,"Альфа Страхование ОАО"
1065,"ТЭСК",1104,1817,5,"

",1104,1,"ТЭСК ООО"
1070,"Аверс",1109,9806,5,"",1108,1,"Калининградская цифровая типография ООО"
26440,"Бармалей прогулочный катер",26147,,5,"",22122,1,"Бармалей прогулочный катер"
856,"ЧОП ""Альфа-Регион""",895,16760,5,"",878,1,"Альфа-Регион ЧОП"
17949,"СвязьМонтажСтрой",17745,,5,"",16868,1,"СвязьМонтажСтрой"
861,"Плеплер Л.Ю.",900,,7,"",884,1,"Ветеринарный врач"
26441,"Малибу прогулочная яхта",26148,,5,"",22123,1,"Малибу прогулочная яхта"
876,"ЛТ-Проект",915,1486,5,"",899,1,"ЛТ-Проект"
883,"Панацея Центр лечения головной боли и ВСД",922,1498,5,"",906,1,"Панацея Центр лечения головной боли и ВСД"
26442,"МедИнвест ",26149,,5,"",11143,1,"МедИнвест "
893,"Индиго",932,28156,5,"",916,0,"Индиго Сеть джинсовых магазинов"
944,"СТУДИЯ СВЕТА",983,19085,5,"",967,1,"СТУДИЯ СВЕТА ООО"
949,"Игенс",988,1602,5,"",974,1,"Игенс"
951,"Калининград Офис Дом",990,,5,"",976,1,"Офис-Дом"
1073,"Юбилейный ",1112,,5,"",1110,1,"Юбилейный БЦ"
1076,"Забабурин В.В.",1115,5356,7,"",1116,1,"Арт&Багет. Сеть салонов"
26443,"ДЕЗИ ООО",26150,,5,"",22124,1,"ДЕЗИ ООО"
16877,"ГрафЗнак",16719,7148,5,"",4688,1,"ГрафЗнак"
17503,"Дубовик А.В.",17318,,7,"",3223,1,"Вселенная красоты"
1100,"ФлотСервис",1139,1884,5,"",1132,1,"ФлотСервис"
7191,"Рол-автоматика",7230,20493,5,"",7366,1,"Рол-автоматика ООО"
1187,"Альпинистский клуб  Кенигсберг 2",1226,22432,5,"",1217,1,"Экстрим К-2"
26444,"Балтфин",26151,,5,"",22125,1,"Балтфин"
1194,"Оконные технологии",1233,24975,5,"",1224,1,"ОКОННЫЕ ТЕХНОЛОГИИ ООО"
1211,"Эльф супер",1250,2067,5,"",1244,1,"7 Небо"
1286,"Лисицин В.Б.",1325,2227,7,"",1330,1,"Лисицин В.Б. ИП"
1288,"Гранит",1327,,5,"",1332,1,"Гранит ООО"
1294,"Поток",1333,2240,5,"",1338,1,"Поток"
1304,"Евро Авто ",1343,24453,5,"",1350,1,"Евро Авто"
1338,"Бина-Авто",1377,19551,5,"",1149,1,"Бина-Авто"
24532,"Правительство КО",24247,,27,"",20908,1,"Архивное агентство КО"
1543,"Хром Сант",1582,19677,5,"",1641,1,"Хром Сант"
1552,"Райффайзенбанк",1591,2743,8,"",1650,1,"Райффайзенбанк ЗАО Калининградский филиал "
1556,"Гута-Страхование",1595,2755,8,"",1654,1,"Гута-Страхование"
525,"Сургутнефтегаз ОАО Калининградская нефтебаза",564,26528,5,"",523,1,"Сургутнефтегаз ОАО Калининградская нефтебаза"
561,"Калининградпрофкурорт Санаторно-курортное объединение",600,980,5,"",566,1,"Калининградпрофкурорт Санаторно-курортное объединение"
18039,"Альфа Технологии",17832,,5,"",16967,1,"Альфа Технологии"
