"SOC_RUB_ID","ORG_ID"
70,5161
70,5162
70,5164
70,5165
70,5180
70,5488
70,5489
70,6955
70,7029
70,8745
70,11168
70,12126
70,12127
70,12130
70,16257
70,18168
70,18191
70,18920
70,18937
70,20164
70,23674
71,5412
71,6603
71,10003
71,12543
71,13601
71,19161
72,4509
72,5199
72,5202
72,5269
72,14045
73,6269
75,4022
75,4025
75,4042
75,4045
75,4055
75,4465
75,4466
75,4471
75,4477
75,4478
75,4480
75,4481
75,4484
75,4488
75,4490
75,4493
75,4497
75,4504
75,4505
75,4507
75,4762
75,5129
75,5238
75,7116
75,7886
75,9134
75,11535
75,12926
75,13460
75,13870
75,13905
75,14152
75,14713
75,15157
75,15435
75,15450
75,15648
75,16208
75,17224
75,18949
75,18951
75,19133
75,19290
75,19426
75,19635
75,19931
75,20016
75,20159
75,21157
75,21903
75,22556
75,22874
75,22969
75,23071
75,23507
75,24044
75,24067
75,24068
76,4106
76,4110
76,4115
76,12136
76,12137
76,12138
76,12139
76,12140
76,12141
76,16207
76,18954
76,18955
76,19271
76,21990
76,22778
77,4017
77,4021
77,4185
77,4189
77,4198
77,4199
77,4201
77,4203
77,4206
77,4209
77,4211
77,4213
77,4214
77,4218
77,4220
77,4221
77,4224
77,4232
77,4247
77,4251
77,4253
77,4255
77,4260
77,4262
77,4271
77,4276
77,4278
77,4282
77,4286
77,4288
77,4293
77,4295
77,4296
77,4300
77,4303
77,4306
77,4339
77,4342
77,4343
77,4344
77,4347
77,4353
77,4360
77,4364
77,4365
77,4366
77,4374
77,4375
77,4377
77,4380
77,4383
77,4388
77,4390
77,4399
77,4402
77,4404
77,4413
77,4416
77,4417
77,4418
77,4419
77,4421
77,4422
77,4426
77,4427
77,4428
77,4429
77,4430
77,4431
77,4432
77,4433
77,4434
77,4435
77,4436
77,4437
77,4439
77,4440
77,4441
77,4442
77,5487
77,5774
77,5822
77,6892
77,8636
77,10033
77,10558
77,11072
77,11657
77,12256
77,12684
77,12836
77,13079
77,13080
77,13081
77,13082
77,13084
77,13085
77,13086
77,13090
77,13091
77,13093
77,13095
77,13096
77,13097
77,13098
77,13099
77,13100
77,13101
77,13102
77,13103
77,13104
77,13105
77,13106
77,13107
77,13108
77,13109
77,13110
77,13111
77,13112
77,13113
77,13114
77,13116
77,13117
77,13118
77,13119
77,13121
77,13122
77,13123
77,13124
77,13125
77,13127
77,13128
77,13129
77,13130
77,13131
77,13132
77,13561
77,13564
77,13565
77,15100
77,15151
77,15152
77,15153
77,15154
77,15648
77,15804
77,16235
77,16253
77,16254
77,16655
77,17279
77,17333
77,17462
77,17511
77,17872
77,18013
77,18523
77,18524
77,18525
77,18526
77,18527
77,18528
77,18529
77,18530
77,18534
77,18535
77,18617
77,18898
77,18899
77,18900
77,18901
77,18902
77,18903
77,18904
77,18907
77,18908
77,18958
77,19126
77,19127
77,19128
77,19169
77,19172
77,19196
77,19198
77,19199
77,19200
77,19201
77,19202
77,19204
77,19285
77,19286
77,19291
77,19292
77,19293
77,19313
77,19314
77,19315
77,19326
77,19327
77,19328
77,19329
77,19330
77,19331
77,19332
77,19333
77,19334
77,19335
77,19336
77,19397
77,19418
77,19419
77,19420
77,19421
77,19422
77,19423
77,19424
77,19475
77,19476
77,19478
77,19479
77,19480
77,19481
77,19483
77,19510
77,20468
77,20586
77,20640
77,20654
77,20657
77,20658
77,20659
77,20660
77,20662
77,20663
77,20664
77,20665
77,20738
77,20739
77,20741
77,20849
77,20892
77,20893
77,22538
77,22739
77,23048
77,23085
77,23177
77,23394
77,23742
77,23860
77,23861
77,23877
77,24008
77,24023
77,24045
78,467
78,1165
78,2002
78,2210
78,2216
78,4022
78,5424
78,5449
78,5774
78,6590
78,7755
78,7952
78,8131
78,9682
78,10033
78,10122
78,12489
78,14590
78,14690
78,15424
78,15435
78,15450
78,15648
78,15650
78,15712
78,15717
78,15730
78,15731
78,17224
78,17402
78,17500
78,18221
78,18829
78,18892
78,18896
78,19217
78,19272
78,20468
78,20849
78,21666
78,21903
78,22720
78,22958
78,23196
78,23220
78,23392
78,23408
78,23656
78,24069
78,24203
78,24205
79,7459
79,7464
79,7467
79,7472
79,8615
79,8664
79,12455
79,13890
79,13920
79,16260
79,16261
79,16270
79,16398
79,16403
79,16408
79,18887
79,18897
81,1598
81,4836
81,4838
81,4840
81,4849
81,4858
81,4865
81,4873
81,4876
81,4882
81,4915
81,4925
81,4939
81,4943
81,4947
81,4977
81,4979
81,4981
81,5010
81,5144
81,6435
81,6440
81,6444
81,6450
81,6454
81,6469
81,6476
81,9814
81,10066
81,12524
81,15262
81,16963
81,17498
81,17663
81,18893
81,19353
81,19376
81,20825
81,21967
81,23749
84,4020
84,6538
84,8711
84,24062
84,24076
86,1165
86,4922
86,4952
86,4953
86,4956
86,4968
86,4971
86,4975
86,4988
86,4992
86,4997
86,5004
86,5010
86,5012
86,5022
86,5028
86,5031
86,5119
86,5130
86,5141
86,5150
86,6450
86,7236
86,7814
86,12677
86,14690
86,15059
86,15061
86,15712
86,19270
86,19274
86,19976
86,20554
86,20825
86,21637
86,21987
87,352
87,946
87,3219
87,3220
87,5197
87,5425
87,5471
87,5479
87,6506
87,7030
87,7712
87,7914
87,8420
87,8596
87,8682
87,10784
87,11359
87,11446
87,11535
87,11735
87,11753
87,12197
87,12475
87,12600
87,14130
87,14824
87,15252
87,15660
87,16544
87,16943
87,17373
87,17508
87,17924
87,18922
87,18924
87,18925
87,18927
87,19078
87,19083
87,19084
87,19087
87,19441
87,20326
87,20335
87,20869
87,20912
87,21013
87,21158
87,21760
87,21874
87,22239
87,22481
87,22508
87,22855
87,23055
87,23106
87,23255
87,23351
87,23352
87,23498
87,23580
87,23590
87,23886
88,5411
88,8728
88,8731
88,14127
88,16787
88,18732
88,18734
89,5217
89,5218
89,5219
89,5221
89,5222
89,5223
89,5226
89,5227
89,5228
89,5229
89,5230
89,5231
89,5232
89,5233
89,5234
89,5270
89,5271
89,12766
89,13222
89,13224
89,13225
89,13226
89,13227
89,13228
89,13230
89,13234
89,13235
89,13236
89,13237
89,13238
89,17394
89,17395
89,19302
89,19351
89,19352
89,19450
89,20189
89,20655
89,22307
89,23310
89,23961
91,1755
91,3152
96,3155
96,3156
96,3175
96,3177
97,6350
97,6353
97,6355
97,20985
99,3179
99,3420
99,5436
99,5437
99,6370
99,6532
99,12323
99,12325
99,21014
100,13850
100,13856
100,20966
100,20967
100,20968
100,20969
100,20970
100,20971
100,20972
100,20973
100,20974
100,20975
100,20976
100,20977
100,20978
100,20979
100,20980
100,20981
100,20982
100,20983
100,20984
100,20986
100,20987
100,23887
101,20956
101,20957
101,20958
101,20959
101,20960
101,20961
101,20962
101,20963
101,20964
101,20965
101,24172
101,24173
101,24174
102,14061
103,12106
103,12587
103,16932
103,18456
103,18729
103,18730
103,22414
103,23688
103,23981
108,3211
108,3214
108,3220
108,3228
108,3231
108,3445
108,9714
108,9715
108,18774
108,20834
108,20835
108,21760
109,10709
109,11124
109,17409
109,18689
109,20567
109,24232
110,3260
110,3262
110,3457
110,14832
110,16421
110,18780
110,19079
110,19081
110,19459
110,23992
110,24021
111,5948
113,3089
113,16424
114,5374
114,5376
114,5830
114,7280
114,8355
114,11079
114,16083
114,16262
114,16401
114,16406
114,16412
114,16416
114,16417
114,16423
114,18776
114,18777
114,18805
114,18806
114,19347
114,20885
114,20886
114,23553
114,23855
114,24085
117,6904
117,6914
117,8774
117,9285
117,9293
117,9295
117,9296
117,9297
117,11634
117,12385
117,17196
117,17841
117,18392
117,19011
117,20467
117,21355
117,23543
118,1216
118,2618
118,3505
118,7279
118,7600
118,8995
118,9406
118,9831
118,10240
118,10691
118,10693
118,11151
118,11936
118,14495
118,15067
118,15311
118,16797
118,16885
118,17349
118,17601
118,17616
118,17896
118,18110
118,19849
118,20039
118,23117
118,23118
118,23580
118,23581
119,4071
119,4078
119,4082
119,4085
119,4089
119,4091
119,4093
119,9295
119,10177
119,11668
119,13868
119,14153
119,14791
119,14833
119,15158
119,15261
119,15263
119,15269
119,15270
119,15271
119,15272
119,15274
119,15275
119,15276
119,15278
119,15279
119,15280
119,15281
119,15293
119,15296
119,15297
119,15298
119,15299
119,15300
119,15301
119,15302
119,15303
119,15304
119,15305
119,15306
119,16797
119,18340
119,19134
119,20039
119,20454
121,20588
122,3273
122,3278
122,3280
122,8457
122,12186
122,19379
122,19839
122,20025
122,20090
122,20726
122,20910
122,20913
122,23935
123,10758
128,5205
128,5206
128,5209
128,5210
128,5211
128,5213
128,5214
128,5215
128,5260
128,5264
128,5265
128,5392
128,7848
128,13792
128,14033
128,14421
128,15203
128,16394
128,19012
128,19013
128,19015
128,19020
128,20720
128,20724
128,20731
128,20908
129,5452
129,11593
129,13133
129,16450
129,20090
129,20858
129,23908
132,5154
132,5717
132,5718
132,5722
132,5728
132,5734
132,5736
132,5740
132,5742
132,5744
132,5746
132,6593
132,6597
132,6600
132,6601
132,6961
132,8030
132,12514
132,12567
132,12812
132,12963
132,12967
132,12970
132,12972
132,12974
132,12975
132,13963
132,20709
132,21591
133,14200
134,6102
134,10051
134,17380
134,19223
134,19224
134,19225
134,19226
134,19227
134,19228
134,19232
134,19233
134,19234
134,19236
134,20882
134,24098
135,6331
136,11832
136,12311
137,6340
138,1387
138,5393
138,5394
138,5395
138,5396
138,6453
138,6460
138,6466
138,6468
138,6471
138,6475
138,6479
138,6482
138,6483
138,6484
138,6485
138,6487
138,6496
138,13882
138,14128
138,14129
138,14131
138,17005
138,18800
138,18915
138,19057
138,19085
138,20241
139,529
139,6524
139,6525
139,14107
139,20998
140,6480
140,6481
140,6489
140,6499
140,6506
140,9860
140,11446
140,11606
140,18636
140,19210
140,20846
140,21206
140,22941
140,24221
142,601
142,6518
142,6519
142,7030
142,9034
142,11359
142,12157
142,12805
142,14748
142,18914
142,18915
142,19958
142,20241
142,22942
142,23587
142,24072
144,18799
147,4845
147,12614
147,12615
147,12621
147,12627
147,12628
147,12629
147,17468
147,18810
147,18811
147,18812
147,18814
147,18876
147,18877
147,18878
147,18880
148,13074
148,13264
148,16400
148,16405
148,19460
148,23762
150,13251
150,16012
150,24097
152,4460
152,5218
152,6508
152,7890
152,8596
152,8925
152,12157
152,12805
152,15165
152,17338
152,21013
152,24073
153,5309
153,5312
153,5314
153,5315
153,5317
153,5318
153,5320
153,5321
153,5324
153,5327
153,5328
153,5330
153,5331
153,5334
153,5335
153,11600
153,12054
153,13193
153,13194
153,13195
153,20927
153,20928
153,20929
153,24092
153,24093
153,24094
153,24095
155,5586
155,5596
155,5702
155,6523
155,6540
155,8171
155,9859
155,12102
155,12984
155,13811
155,16525
155,18380
155,18911
155,18912
155,19372
155,19889
155,19891
155,20589
155,20651
155,20823
155,21988
155,23235
155,23903
155,24060
155,24066
156,4013
156,4015
156,5385
156,5834
156,12834
156,13843
156,15233
156,15234
156,15235
156,16234
156,16236
156,16238
156,16239
156,16241
156,16242
156,16244
156,16246
156,16248
156,16265
156,16267
156,16268
156,16393
156,19425
157,615
157,939
157,6438
157,6445
157,12664
157,13785
157,13908
157,14019
157,16442
157,16601
157,17442
157,18918
157,18919
158,15173
158,20911
159,1066
159,3203
159,3204
159,3207
159,3210
159,3422
159,3424
159,3426
159,3427
159,3431
159,3432
159,3434
159,3436
159,3437
159,3438
159,6407
159,16932
159,16951
159,18453
159,18454
159,19381
159,20752
159,20753
159,22414
159,23103
159,23688
159,23934
159,23971
159,23972
159,23973
159,23974
159,23975
159,23976
159,23977
159,23978
159,23979
159,23980
160,3757
160,3758
160,3760
160,3762
160,3763
160,3764
160,3766
160,3767
160,3771
160,3774
160,3780
160,3900
160,3901
160,3902
160,3903
160,3907
160,3909
160,3919
160,3921
160,3925
160,3928
160,3931
160,3935
160,3938
160,3945
160,3949
160,3954
160,3958
160,3959
160,3960
160,3962
160,3967
160,3984
160,3990
160,3991
160,3994
160,3995
160,3996
160,3997
160,3998
160,3999
160,4000
160,4001
160,4002
160,4004
160,4005
160,4006
160,4009
160,5238
160,5774
160,8597
160,8598
160,8599
160,8600
160,8601
160,8602
160,8603
160,8604
160,8605
160,8606
160,8607
160,8608
160,8609
160,8610
160,8611
160,8612
160,8613
160,8614
160,8618
160,8619
160,8621
160,8622
160,8623
160,8624
160,8625
160,8626
160,8627
160,8628
160,8630
160,8632
160,8633
160,8635
160,8636
160,8637
160,8638
160,8639
160,8640
160,8642
160,8643
160,8644
160,8645
160,8646
160,8647
160,8648
160,8649
160,8650
160,8651
160,8652
160,8653
160,8654
160,8655
160,8656
160,8657
160,8658
160,8659
160,8661
160,8662
160,8663
160,8665
160,8666
160,8667
160,8668
160,8670
160,8672
160,8673
160,8675
160,8677
160,8678
160,8693
160,8694
160,8695
160,8697
160,8698
160,8701
160,8702
160,8703
160,8704
160,8705
160,8706
160,8707
160,8708
160,8709
160,8712
160,8713
160,8715
160,8717
160,8719
160,8720
160,8721
160,8722
160,10782
160,11072
160,12477
160,13834
160,13835
160,13836
160,13837
160,13839
160,13840
160,13841
160,13842
160,13844
160,13858
160,13860
160,13862
160,13863
160,13865
160,13895
160,15159
160,15161
160,16061
160,16252
160,17440
160,18442
160,18513
160,18514
160,18515
160,18516
160,18517
160,18518
160,18536
160,18537
160,18894
160,18908
160,19193
160,19282
160,19283
160,19284
160,19295
160,19337
160,19338
160,19339
160,19340
160,19341
160,19342
160,19354
160,19355
160,19356
160,19413
160,19414
160,19415
160,19416
160,19417
160,19422
160,19470
160,19472
160,19473
160,19474
160,20636
160,20649
160,20650
160,23858
160,23859
161,4048
161,4058
161,4131
161,4137
161,4143
161,4147
161,4168
161,4174
161,4912
161,8724
161,8725
161,11531
161,13076
161,13077
161,13078
161,13887
161,15055
161,15155
161,15156
161,18538
161,18749
161,18916
161,19129
161,19130
161,19176
161,19207
161,19281
161,19287
161,19294
161,19316
161,19357
161,19358
161,19360
161,19361
161,19944
161,20638
161,20887
161,23546
161,23862
161,23878
161,24022
162,1074
162,1513
162,1987
162,1990
162,2756
162,4160
162,4649
162,5603
162,15147
162,20758
162,20762
162,20765
162,20767
162,20768
162,20775
162,20777
162,20779
162,20789
162,20791
162,20796
162,20802
162,20806
162,20807
162,20811
162,20812
162,20813
162,20814
162,20815
162,20816
162,20817
162,20818
162,20919
162,20920
162,20921
162,20922
162,20923
163,6275
163,6280
163,6282
163,6283
163,6293
163,6299
163,6305
163,6309
163,6315
163,6323
163,6328
163,6332
163,6334
163,6345
163,6347
163,13514
163,13516
163,13518
163,13519
163,13520
163,13587
163,13590
163,13591
163,13592
163,13599
163,13629
163,13631
163,13752
163,18506
163,18510
163,18511
163,18512
163,18531
163,18532
163,18533
163,19089
163,19092
163,19094
163,19107
163,19122
163,19125
163,19142
163,19154
163,19158
163,19159
163,19275
163,19276
163,19277
163,19278
163,19304
163,19305
163,19306
163,19307
163,19310
163,19320
163,19322
163,19323
163,19324
163,19325
163,19407
163,19408
163,19409
163,19410
163,19461
163,19464
163,19466
163,19484
163,19485
163,19486
163,19509
163,20690
163,20691
163,20692
163,20693
163,20694
163,23534
163,23854
163,24038
163,24039
163,24040
164,352
164,1056
164,2639
164,3894
164,5242
164,5243
164,5245
164,5247
164,5250
164,5251
164,5256
164,5261
164,5266
164,5323
164,5325
164,7318
164,9084
164,9670
164,9694
164,9711
164,10084
164,12030
164,12032
164,12564
164,13461
164,13468
164,14418
164,14808
164,15142
164,15809
164,15844
164,16020
164,16224
164,17073
164,18266
164,18639
164,18640
164,18641
164,18642
164,18643
164,18644
164,18645
164,18646
164,18647
164,18648
164,18652
164,18654
164,18655
164,18657
164,18661
164,18664
164,18666
164,18671
164,18673
164,18674
164,18675
164,18725
164,18787
164,19018
164,19098
164,19104
164,19106
164,19123
164,19131
164,19132
164,19138
164,19155
164,19189
164,19192
164,19279
164,19303
164,19309
164,19318
164,19374
164,19380
164,19382
164,19391
164,19395
164,19396
164,19398
164,19399
164,19400
164,19401
164,19402
164,19442
164,19458
164,19926
164,20089
164,20146
164,20303
164,20590
164,20591
164,20652
164,20667
164,20668
164,20669
164,20670
164,20733
164,20759
164,20763
164,20764
164,20766
164,20769
164,20770
164,20771
164,20774
164,20783
164,20785
164,20787
164,20794
164,21455
164,21502
164,21731
164,22174
164,22391
164,22514
164,23343
164,23536
164,23537
164,23538
164,23539
164,23865
164,23866
164,23927
164,23928
164,23929
164,23930
164,23970
164,23991
164,23993
164,23994
164,23995
164,23997
164,24041
164,24061
164,24070
164,24121
164,24124
164,24129
165,5670
166,8596
166,17924
166,18196
166,20335
166,21874
