"BRANCH_ID","PHONE_ID","NAME","FAX","DIRECTOR","CONTACT","DESCRIPTION","PUBLISHABLE","MOBILE","MOBILE_PREFIX"
2204,3782,"764565",0,0,0,"",1,,
23653,53216,"998385",0,0,0,"",0,,
2338,44402,"771428",0,0,0,"",0,,
23106,44403,"391539",0,0,0,"",0,,
23106,44404,"514863",0,0,0,"",0,,
870,1480,"958088",0,0,0,"",0,1,4012
23653,53218,"464516",1,0,0,"Отдел назначения пенсий (Ленинградский район)",1,,
23106,44405,"4653885",0,0,0,"",1,1,911
19667,33107,"616801",0,0,0,"",1,,
25133,44651,"8646342",0,0,0,"",1,1,911
19668,33108,"210823",0,0,0,"",1,,
25134,44652,"342380",0,0,0,"",1,,
23653,53219,"998386",0,0,0,"",0,,
1362,33110,"660452",0,0,0,"",0,,
12239,33111,"764400",0,0,0,"",0,,
883,1498,"772832",0,0,0,"",1,,
883,1499,"933544",0,0,0,"",0,,
23653,53220,"998376",0,0,0,"Отдел перерасчета пенсий (Ленинградский район)",1,,
25135,44653,"525444",0,0,0,"",1,,
23653,53221,"605169",0,0,0,"Отдел выплаты пенсий (Ленинградский район)",1,,
892,1513,"956700",0,0,0,"",1,,
23653,53222,"605157",0,0,0,"",0,0,
129,219,"702630",1,0,0,"",1,,
23653,53223,"605159",0,0,0,"Отдел оценки пенсионных прав застрахованных лиц (Ленинградский, Московский районы)",1,,
23653,53224,"998387",0,0,0,"",0,,
23653,53225,"998361",0,0,0,"Отдел персонифицированного учета (Ленинградский район)",1,,
2257,29591,"451964",0,0,0,"",1,,
26267,47108,"336168",0,0,0,"",1,,
2248,3845,"965127",0,0,0,"",1,,
26268,47109,"66532",0,0,0,"",1,,
18304,44185,"597446",0,0,0,"",0,,
17753,29596,"534361",0,0,0,"",1,,
11603,33149,"692345",1,0,0,"",0,,
11311,44186,"337069",0,0,0,"",1,,
1070,33150,"772776",0,0,0,"",1,,
2255,3858,"958008",0,0,0,"",1,,
8015,44187,"31098",0,0,0,"",0,,
23973,52507,"529334",0,0,0,"",0,,
19690,33152,"461700",0,0,0,"",1,,
26269,47110,"35732",0,0,0,"",1,,
19720,33229,"391595",0,0,0,"",1,,
2187,47111,"35727",1,0,0,"",1,0,
19718,33227,"8560671",0,0,0,"",1,1,911
24980,44232,"335737",0,0,0,"",1,,
2272,3894,"662008",0,0,0,"",1,,
2280,3908,"535606",0,0,0,"",1,,
19992,52836,"609244",0,0,0,"Автоинформатор о порядке предоставления бесплатной юридической консультации",1,,
2187,47112,"31980",1,0,0,"",0,,
2187,47113,"353343",0,0,0,"",0,1,4012
20011,52837,"539910",0,0,0,"",0,1,4012
430,1872,"999002",1,0,0,"",1,,
29031,52838,"33880",0,0,0,"",1,,
29032,52839,"609848",0,0,0,"",1,,
29033,52840,"41303",0,0,0,"",1,,
29034,52841,"54221",0,0,0,"",1,,
29035,52842,"40328",0,0,0,"",1,,
21694,37200,"64303",1,0,0,"",1,,
1100,1885,"2190401",0,0,0,"",0,1,906
1101,1887,"631143",1,0,0,"",1,,
806,1892,"669025",1,0,0,"",1,,
1189,2034,"702624",0,0,0,"",1,,
26270,47114,"35191",0,0,0,"",1,,
16916,44240,"358463",0,0,0,"",0,,
29036,52843,"32810",0,0,0,"",1,,
16916,44241,"2459928",0,0,0,"",0,1,905
1200,2050,"955661",1,0,0,"",1,,
1205,2059,"751075",0,0,0,"",0,,
1209,2064,"991233",1,0,0,"",1,,
25262,44844,"773837",0,0,0,"",1,,
1286,2227,"364658",0,0,0,"",1,,
11644,18374,"216364",0,0,0,"",1,,
1966,44242,"763336",0,0,0,"",0,,
1292,2236,"936189",0,0,0,"",1,,
1296,2245,"631720",1,0,0,"",0,,
1298,2252,"648824",1,0,0,"",0,,
2493,4257,"213567",1,0,0,"",1,,
2493,4258,"4754154",0,0,0,"",0,1,911
25263,44845,"773837",0,0,0,"",1,,
25264,44846,"773837",0,0,0,"",1,,
12817,31415,"8630061",0,0,0,"",0,1,911
658,31417,"604322",1,0,0,"",0,,
2496,4265,"632732",1,0,0,"",1,,
6771,10185,"538416",0,0,0,"",0,,
658,31418,"4639911",0,0,0,"",0,1,911
5175,31447,"956298",0,0,0,"",0,,
5175,31448,"956258",1,0,0,"",0,,
10245,4336,"646785",0,0,0,"",1,,
25262,44847,"6048286",0,0,0,"",0,1,931
2516,4293,"533811",0,0,0,"",0,,
2524,4300,"538182",0,0,0,"",1,,
1247,2144,"585800",0,0,0,"",1,,
1250,2154,"777197",0,0,0,"",1,,
1253,2161,"716861",0,0,0,"",1,,
1261,2178,"530380",0,0,0,"",0,,
1261,2179,"534099",1,0,0,"",1,,
1264,2186,"531974",1,0,0,"",1,,
1268,2195,"771642",0,0,0,"",0,,
1272,2202,"984487",1,0,0,"",1,,
393,25783,"604364",1,0,0,"",1,,
25267,44852,"507611",0,0,0,"",1,,
19724,33234,"37117",0,0,0,"",0,,
3830,42886,"537369",0,0,0,"",0,,
19721,33230,"391595",0,0,0,"",1,,
19722,33231,"33632",0,0,0,"",1,,
24623,43678,"741820",0,0,0,"",0,1,4012
19724,33233,"37116",0,0,0,"",1,,
26610,47771,"632062",0,0,0,"",1,,
24625,43681,"755182",0,0,0,"",1,,
26611,47772,"762950",0,0,0,"",1,,
406,712,"604344",1,0,0,"",0,,
7777,11696,"538282",1,0,0,"",1,1,4012
26389,47399,"930361",0,0,0,"",1,,
24625,43682,"4634106",0,0,0,"",0,1,911
448,783,"732128",0,0,0,"",0,,
448,784,"732049",1,0,0,"",1,,
453,790,"772112",0,0,0,"",1,,
2512,47769,"656675",1,0,0,"",0,,
465,810,"660425",1,0,0,"",1,,
465,811,"660427",0,0,0,"",0,,
22351,47770,"520300",0,0,0,"",0,,
472,826,"391905",0,0,0,"",1,,
14670,47773,"509159",0,0,0,"",0,,
665,31449,"604437",1,0,0,"",0,,
8573,47774,"728210",0,0,0,"",0,,
2310,3947,"468211",1,0,0,"",1,,
546,31543,"573647",0,0,0,"",0,,
18775,31545,"660166",0,0,0,"",1,,
18776,31546,"668520",0,0,0,"",1,,
18781,31555,"616233",0,0,0,"Офисная башня Париж",1,,
11686,18452,"616279",0,0,0,"",1,,
2870,47776,"687911",0,0,0,"",0,,
12315,3963,"656962",1,0,0,"",1,,
2334,3983,"588681",0,0,0,"",1,,
2336,3986,"4627924",0,0,0,"",0,1,911
2338,3988,"686102",1,0,0,"",1,,
2346,4000,"580838",1,0,0,"",1,,
2348,4003,"452235",1,0,0,"",1,,
29038,52850,"33773",0,0,0,"",1,,
3862,52999,"6152294",0,0,0,"",0,1,921
2353,4014,"758085",0,0,0,"",0,,
8516,46436,"581934",0,0,0,"",0,,
25969,46427,"984091",0,0,0,"",1,,
2362,4034,"642818",0,0,0,"",0,,
2366,4038,"355945",0,0,0,"",1,,
20847,53132,"630007",0,0,0,"",0,,
20847,53133,"643989",0,0,0,"",0,,
24795,43889,"30993",0,0,0,"Фабрика",1,,
1300,2257,"654118",1,0,0,"",0,,
9320,41391,"353985",0,0,0,"",0,,
29213,53134,"32595",0,0,0,"",1,,
8516,46437,"987061",0,0,0,"",0,,
8527,46438,"2337129",0,0,0,"",0,1,906
23520,41396,"604446",0,0,0,"",1,,
618,35901,"461722",0,0,0,"",0,,
1756,35903,"4990853",0,0,0,"",1,1,911
21457,41565,"7712612",0,0,0,"",1,1,495
3224,5359,"66236",0,0,0,"",1,,
3225,5360,"31201",0,0,0,"",1,,
21457,41566,"6654639",0,0,0,"",1,1,495
3228,5363,"21101",0,0,0,"",1,,
8573,46439,"728201",1,0,0,"",0,,
20264,41569,"398123",0,0,0,"",1,,
19107,46516,"335536",0,0,0,"",1,,
19107,46517,"335534",0,0,0,"",0,,
24794,43888,"573040",0,0,0,"Отповый склад",1,,
16922,43890,"336676",0,0,0,"",1,,
393,35915,"508525",0,0,0,"",0,,
852,35918,"933310",1,0,0,"",0,,
25268,44853,"507612",0,0,0,"",1,,
3314,5525,"358008",0,0,0,"",1,,
29213,53135,"42246",0,0,0,"",0,,
19107,46518,"721749",0,0,0,"",0,,
11010,46519,"721570",0,0,0,"",0,,
1427,2512,"718280",1,0,0,"",1,,
12459,14663,"777724",0,0,0,"",1,,
8919,33369,"656343",0,0,0,"",0,,
29214,53144,"31362",0,0,0,"Отдел кадров и электронного документооборота",1,,
17495,29059,"956805",0,0,0,"",1,,
8459,53183,"46279",0,0,0,"",0,,
1299,41579,"391865",0,0,0,"",0,,
15564,33364,"775541",0,0,0,"",0,,
19805,33365,"7787744",0,0,0,"",1,1,909
23802,53184,"41150",0,0,0,"",0,,
19807,33367,"969106",0,0,0,"",1,,
19809,33371,"2123439",0,0,0,"",1,1,906
1437,2532,"536825",0,0,0,"",1,,
1437,2533,"536438",1,0,0,"",0,,
8911,33368,"644545",0,0,0,"",0,,
1299,41580,"660551",0,0,0,"",1,,
1299,41581,"660552",0,0,0,"Бухгалтерия",0,,
10507,41609,"509498",0,0,0,"",0,,
7172,10770,"573456",1,0,0,"",1,,
23817,53185,"48382",0,0,0,"",0,,
1454,2565,"777555",0,0,0,"",1,,
23818,53186,"41687",0,0,0,"",0,,
1459,2575,"962262",0,0,0,"",1,,
3318,5521,"368551",1,0,0,"",0,,
12174,19483,"33492",0,0,0,"",1,,
29221,53187,"32791",0,0,0,"",1,,
483,846,"603930",0,0,0,"",1,,
483,848,"733775",0,0,0,"",0,,
485,850,"587471",0,0,0,"",0,,
486,853,"642450",0,0,0,"",1,,
29221,53188,"32898",0,0,0,"",0,,
489,860,"654257",0,0,0,"",1,,
23822,53189,"31452",0,0,0,"",0,,
16524,15615,"999922",0,0,0,"",1,,
491,867,"654001",0,0,0,"",1,,
500,877,"531950",0,0,0,"Офис",1,,
29222,53190,"47543",0,0,0,"",1,,
26082,53191,"32222",0,0,0,"",0,,
513,899,"653989",0,0,0,"",1,,
19997,41690,"609108",0,0,0,"",1,,
561,980,"532645",0,0,0,"",0,,
561,982,"534673",0,0,0,"",0,,
7788,11717,"770079",0,0,0,"",1,1,4012
7784,11710,"533760",1,0,0,"",1,,
26612,47777,"2137068",0,0,0,"",1,1,906
568,999,"451202",0,0,0,"",1,,
29223,53192,"390260",0,0,0,"",1,,
19997,41691,"609109",0,0,0,"",0,,
26612,47778,"2673568",0,0,0,"",0,1,962
29224,53193,"2603333",0,0,0,"",1,1,962
19998,41692,"691330",0,0,0,"",0,1,4012
19202,32215,"643489",0,0,0,"",1,,
19203,32216,"766811",0,0,0,"",1,,
26614,47780,"384858",0,0,0,"",1,,
19204,32217,"773477",0,0,0,"",1,,
20002,41693,"40454",0,0,0,"",1,,
20007,41695,"22832",0,0,0,"",0,,
26615,47781,"631842",0,0,0,"",1,,
3893,32225,"984130",0,0,0,"Директор",0,,
2385,4073,"530748",0,0,0,"",1,,
2386,4075,"536394",1,0,0,"",0,,
19206,32220,"641178",0,0,0,"",1,,
26616,47782,"971401",1,0,0,"",1,,
29225,53194,"7786464",0,0,0,"",1,1,909
7202,18176,"510405",0,0,0,"",1,,
11532,18184,"686937",0,0,0,"",1,,
2409,4119,"300030",0,0,0,"",1,,
2411,4123,"300026",0,0,0,"",0,,
2420,4148,"631575",1,0,0,"",1,,
29226,53196,"49004",0,0,0,"",1,,
2429,4161,"392630",0,0,0,"",1,,
2430,4164,"392006",0,0,0,"",0,,
20016,53197,"929687",0,0,0,"",1,1,4012
3536,5835,"218983",1,0,0,"",1,,
3541,5842,"215595",1,0,0,"",0,,
3549,5849,"584636",1,0,0,"",1,,
3554,5859,"216508",0,0,0,"",1,,
3581,5903,"644201",0,0,0,"",1,,
3876,6343,"981025",0,0,0,"",1,,
3876,6344,"981024",0,0,0,"",0,,
3883,6353,"533504",0,0,0,"",1,,
3891,6361,"630630",1,0,0,"",1,,
3894,6365,"532962",0,0,0,"",0,,
14844,45092,"660283",0,0,0,"",1,,
8219,45089,"337068",0,0,0,"",1,,
3906,6385,"993607",0,0,0,"",1,,
25359,45090,"754775",0,0,0,"",1,,
3912,6396,"453216",1,0,0,"",0,,
3912,6398,"538071",0,0,0,"",0,,
3915,6401,"350772",0,0,0,"",1,,
25359,45091,"374070",0,0,0,"",0,,
22744,45093,"770949",0,0,0,"",0,,
3922,6409,"650373",0,0,0,"",1,,
3924,6414,"650250",0,0,0,"",0,,
12179,19487,"741177",0,0,0,"",1,1,4012
12179,19489,"741188",1,0,0,"",0,1,4012
17482,29031,"777700",1,0,0,"",1,,
3337,5561,"975305",0,0,0,"",1,,
12180,19490,"741177",0,0,0,"",1,1,4012
12180,19491,"741188",1,0,0,"",0,1,4012
25360,45094,"654447",0,0,0,"",1,,
24627,43689,"33835",0,0,0,"",1,0,
24628,43690,"303830",0,0,0,"",1,,
11589,45096,"654432",0,0,0,"",1,,
3344,5573,"700013",0,0,0,"",1,,
23566,45098,"650000",0,0,0,"",0,,
6329,31703,"531013",0,0,0,"",1,,
18839,31704,"559343",0,0,0,"",1,,
18840,31705,"641658",0,0,0,"",1,,
21644,54061,"592971",0,0,0,"Отдел исполнения бюджета",1,,
23209,54063,"2413030",0,0,0,"",0,1,905
29567,54066,"536384",0,0,0,"Приемная",1,,
29572,54087,"3460771",0,0,0,"",1,1,900
29573,54088,"669171",1,0,0,"",1,,
2455,40532,"752944",0,0,0,"",0,,
29574,54089,"669171",1,0,0,"",1,,
29575,54090,"669171",1,0,0,"",1,,
15228,51944,"530280",0,0,0,"",1,,
2467,51945,"534608",0,0,0,"",0,,
12557,51946,"588058",0,0,0,"",0,,
576,1010,"756705",0,0,0,"",1,,
25193,51947,"604425",0,0,0,"",0,,
581,1018,"452819",0,0,0,"",1,,
23038,40530,"655240",0,0,0,"",1,,
583,1022,"960660",0,0,0,"",1,,
3517,51948,"656056",0,0,0,"",0,,
587,1028,"390289",0,0,0,"",1,,
1234,2117,"349003",0,0,0,"",1,,
23038,40531,"631706",0,0,0,"",0,,
1244,2137,"536705",0,0,0,"",1,,
1246,2142,"669087",1,0,0,"",0,,
98,168,"463588",0,0,0,"",0,,
14420,40533,"777967",1,0,0,"",1,,
120,198,"660136",0,0,0,"",1,,
126,211,"702509",1,0,0,"",0,,
14420,40534,"577942",0,0,0,"",0,,
2433,4167,"669142",1,0,0,"",1,,
14320,30375,"66777",1,0,0,"",0,,
27873,51949,"644366",0,0,0,"",0,,
2436,4176,"391793",0,0,0,"",1,,
18154,30376,"66777",0,0,0,"",1,,
2438,4179,"757455",0,0,0,"",1,,
10510,51950,"916912",0,0,0,"",0,,
29576,54091,"669171",1,0,0,"",1,,
14420,40535,"577943",0,0,0,"",0,,
991,51953,"766643",0,0,0,"",0,,
2443,4187,"692212",0,0,0,"",1,,
20017,53198,"929686",0,0,0,"",1,1,4012
20018,53199,"929684",0,0,0,"",1,1,4012
29827,54644,"772715",0,0,0,"",1,,
20019,53200,"929688",0,0,0,"",1,1,4012
7345,35150,"515865",0,0,0,"",1,0,
29826,54643,"988177",1,0,0,"",1,,
29827,54645,"4925001",0,0,0,"",0,1,911
2455,4206,"693966",1,0,0,"",1,,
4906,18185,"937399",1,0,0,"",1,,
1116,1913,"329142",0,0,0,"",1,,
27069,51951,"467071",0,0,0,"",0,,
4298,46984,"373141",0,0,0,"",0,,
1129,1943,"539012",1,0,0,"",0,,
20020,53201,"929675",0,0,0,"",1,1,4012
20021,53202,"929685",0,0,0,"",1,1,4012
26225,47010,"901679",0,0,0,"",0,,
15640,47011,"370377",0,0,0,"",1,,
3926,6417,"660450",0,0,0,"",1,,
19125,32105,"668527",0,0,0,"",1,,
20022,53203,"929680",0,0,0,"",1,1,4012
3934,6429,"647293",0,0,0,"",1,,
21192,51952,"932908",0,0,0,"",0,,
3937,6432,"647342",0,0,0,"",1,,
18843,31709,"509118",0,0,0,"",1,,
15640,47012,"370477",0,0,0,"",0,,
20023,53204,"929676",0,0,0,"",1,1,4012
19122,32101,"304241",0,0,0,"",1,,
19123,32102,"660121",0,0,0,"",1,,
26265,47106,"768947",0,0,0,"",1,,
20024,53205,"929679",0,0,0,"",1,1,4012
3955,6452,"632101",1,0,0,"",1,,
3958,6456,"469909",0,0,0,"",1,,
3960,6458,"536387",1,0,0,"",1,,
26266,47107,"760168",0,0,0,"",1,,
20026,53206,"929682",0,0,0,"",1,1,4012
3973,6471,"911916",1,0,0,"",1,,
1707,2965,"760230",0,0,0,"",0,,
21445,53443,"466724",1,0,0,"",0,1,4012
1709,2970,"950000",0,0,0,"",1,,
29262,53444,"22235",0,0,0,"",1,,
10503,39103,"955201",0,0,0,"",0,,
29262,53445,"22276",0,0,0,"",0,,
29263,53446,"22228",0,0,0,"",1,,
1650,29074,"582465",0,0,0,"",0,,
2530,4309,"991245",0,0,0,"",0,,
2530,4310,"991244",0,0,0,"",1,,
29264,53447,"22560",0,0,0,"",1,,
3433,39102,"642409",1,0,0,"",0,,
5940,53448,"22235",0,0,0,"Приемная",1,,
2537,4319,"539333",1,0,0,"",1,,
10504,39104,"212201",0,0,0,"",0,,
2538,4322,"532563",0,0,0,"",1,,
29622,54267,"771421",0,0,0,"",1,,
16700,54268,"916770",0,0,0,"",1,,
8296,54269,"607705",0,0,0,"",1,,
8296,54270,"607704",0,0,0,"",0,,
15901,39106,"687546",0,0,0,"",1,,
15901,39107,"733652",1,0,0,"",0,,
3525,33141,"643589",0,0,0,"",1,,
2499,4271,"532823",0,0,0,"",1,,
8323,54271,"350303",0,0,0,"",0,,
27182,54272,"524929",0,0,0,"",0,,
2478,4236,"519076",1,0,0,"",0,,
29623,54273,"603398",0,0,0,"",1,,
2486,4245,"533807",0,0,0,"",1,,
2489,4250,"450738",0,0,0,"",1,,
25515,54274,"529999",0,0,0,"",0,,
2332,29802,"688118",0,0,0,"",0,,
22934,54275,"603382",0,0,0,"",0,,
2019,39108,"687851",1,0,0,"",1,,
12359,19831,"2312798",0,0,0,"",1,1,906
4027,6533,"301274",1,0,0,"",1,,
6466,29813,"702891",0,0,0,"",1,,
148,244,"967870",0,0,0,"",1,,
29624,54276,"1123148",0,0,0,"",1,1,952
8778,29850,"736236",0,0,0,"",0,,
2209,3790,"563210",1,0,0,"",1,,
3143,29855,"970503",0,0,0,"",0,,
29583,54112,"779473",0,0,0,"",1,,
17915,29878,"508298",0,0,0,"",1,,
25830,54108,"772112",0,0,0,"",1,,
20301,34219,"22437",0,0,0,"",1,,
17916,29879,"508842",0,0,0,"",1,,
10294,54109,"343344",0,0,0,"",0,,
164,261,"355300",0,0,0,"",1,,
20303,34221,"23298",0,0,0,"Бухгалтерия",0,,
20313,34232,"24353",0,0,0,"",1,,
20344,34278,"379095",0,0,0,"",1,,
29581,54110,"772112",0,0,0,"",1,,
170,271,"690036",0,0,0,"",1,,
29582,54111,"779473",0,0,0,"",1,,
12370,19848,"616237",0,0,0,"",1,,
25394,54113,"2329295",0,0,0,"",1,1,906
12380,19863,"616264",0,0,0,"",1,,
29584,54114,"4761687",0,0,0,"",1,1,911
197,310,"534375",0,0,0,"",1,,
29585,54115,"364450",0,0,0,"",1,,
14647,54116,"563536",0,0,0,"",0,,
4328,26362,"930144",1,0,0,"",0,,
1150,1973,"358410",0,0,0,"",1,,
28094,54117,"522602",0,0,0,"",0,,
6594,54118,"2309075",0,0,0,"",1,1,906
1161,1994,"991540",1,0,0,"",0,,
1169,2005,"535088",1,0,0,"",1,,
1172,2008,"933237",0,0,0,"",1,,
1177,2014,"341985",0,0,0,"",1,,
7392,54119,"303102",0,0,0,"",1,,
1184,2025,"662275",0,0,0,"",0,,
29586,54120,"303110",0,0,0,"",1,,
29587,54121,"303116",0,0,0,"",1,,
1216,2085,"515515",0,0,0,"",1,,
1219,2091,"580121",0,0,0,"",0,,
1723,2993,"937010",1,0,0,"",1,,
6596,54123,"335090",0,0,0,"",1,,
6596,54124,"336940",0,0,0,"",0,,
29949,55016,"335566",0,0,0,"",1,,
27766,50267,"1073678",0,0,0,"",0,1,921
29948,55013,"764656",0,0,0,"",1,1,4012
29948,55014,"741399",1,0,0,"",0,1,4012
1728,3001,"303444",1,0,0,"",1,,
29948,55015,"7911333",0,0,0,"",0,1,952
27767,50268,"750039",0,0,0,"",1,,
27768,50269,"520497",0,0,0,"",1,,
29949,55017,"7778883",0,0,0,"",0,1,909
27769,50270,"2619550",0,0,0,"",1,1,962
27769,50271,"2672112",0,0,0,"",0,1,962
12298,19736,"534477",0,0,0,"",1,,
27770,50272,"520724",0,0,0,"",1,,
27770,50273,"2626090",0,0,0,"",0,1,921
1754,3051,"951230",1,0,0,"",1,,
1760,3059,"218803",1,0,0,"",1,,
27771,50274,"645999",0,0,0,"",1,,
1774,3080,"350749",1,0,0,"",1,,
27771,50275,"6702874",0,0,0,"",0,1,950
1783,3095,"660455",0,0,0,"",1,,
1783,3097,"660454",1,0,0,"",0,,
27772,50276,"901736",0,0,0,"",1,,
10149,15654,"771170",0,0,0,"",1,,
20556,34762,"577504",1,0,0,"",0,,
8439,12693,"32734",0,0,0,"",1,,
10180,55018,"374719",0,0,0,"",0,,
8443,12697,"91166",0,0,0,"",1,,
8444,12698,"32257",0,0,0,"",1,,
20556,34763,"6150009",0,0,0,"",1,1,921
27772,50277,"7939702",0,0,0,"",0,1,952
27773,50278,"5654904",0,0,0,"",1,1,900
29950,55019,"213774",1,0,0,"",1,,
29950,55020,"4550282",0,0,0,"",0,1,911
8592,12928,"630401",0,0,0,"",0,,
8197,12939,"642383",1,0,0,"",1,,
8197,12942,"641319",0,0,0,"",0,,
8600,12948,"656658",1,0,0,"",1,,
27773,50279,"2901423",0,0,0,"",0,1,963
8612,12969,"731551",0,0,0,"",1,,
29863,54811,"8627802",0,0,0,"",0,1,911
1049,54812,"954242",1,0,0,"",0,,
8655,13041,"600037",1,0,0,"",0,,
29864,54813,"61071",0,0,0,"",1,,
29864,54814,"7104283",0,0,0,"",0,1,921
29950,55021,"1096374",0,0,0,"",0,1,921
24069,55022,"1184877",0,0,0,"",0,1,952
29951,55023,"373717",0,0,0,"",1,,
8711,13149,"355459",0,0,0,"",1,,
1814,24261,"950203",1,0,0,"",0,,
1322,15057,"932110",1,0,0,"",1,,
1322,15058,"210591",1,0,0,"",0,,
18680,31409,"321411",0,0,0,"",1,,
18681,31410,"320133",0,0,0,"",0,,
29952,55024,"900446",0,0,0,"",1,,
9873,15073,"31522",0,0,0,"",1,,
9874,15074,"37053",0,0,0,"",1,,
18684,31414,"953108",0,0,0,"",1,,
1916,37064,"332003",1,0,0,"",1,,
29952,55025,"0566111",0,0,0,"",0,1,952
343,55026,"2990844",0,0,0,"",0,1,963
18685,31419,"362333",0,0,0,"Стол справок",1,,
9882,15082,"36845",0,0,0,"",1,,
1916,37065,"605071",1,0,0,"",0,,
1916,37066,"605072",1,0,0,"",0,,
29953,55027,"901594",0,0,0,"",1,0,
21720,37244,"30219",0,0,0,"Контрольно-ревизионное управление",1,,
21720,37245,"30213",0,0,0,"Управление районного хозяйства",1,,
21720,37246,"30278",0,0,0,"Отдел по ГО, ЧС и охране окружающей среды",1,,
29953,55028,"8543777",0,0,0,"",0,1,911
9897,15122,"214564",0,0,0,"",1,,
29954,55029,"606060",0,0,0,"",1,,
20134,55030,"2173056",0,0,0,"",0,1,906
9908,15136,"766979",0,0,0,"",1,,
15480,55031,"764433",0,0,0,"",0,,
23520,55032,"8592444",0,0,0,"",0,1,911
25505,55034,"991970",0,0,0,"",0,,
9848,15034,"774591",0,0,0,"",1,,
9691,25454,"303361",1,0,0,"",1,,
10093,15533,"347770",0,0,0,"",1,,
10094,15534,"347535",0,0,0,"",1,,
10095,15539,"333315",1,0,0,"",0,,
1130,31760,"469056",0,0,0,"",0,,
18866,31762,"969168",0,0,0,"",1,,
18874,31774,"377372",0,0,0,"",1,,
8673,54654,"358600",0,0,0,"",0,,
10509,31765,"616224",0,0,0,"",0,,
10509,31766,"616225",0,0,0,"Офис",0,,
29840,54745,"668525",0,0,0,"",1,,
23606,41626,"6021302",0,0,0,"",1,1,931
29855,54785,"682229",0,0,0,"",1,,
26619,55038,"704448",0,0,0,"",0,,
23607,41627,"33666",0,0,0,"",1,,
26619,55039,"725274",0,0,0,"",0,,
23608,41628,"33645",0,0,0,"",1,,
10279,16051,"716565",1,0,0,"",1,,
23609,41629,"452292",0,0,0,"",1,1,4012
29958,55040,"900880",0,0,0,"",1,,
8270,55130,"389560",0,0,0,"",0,,
24759,55131,"381704",0,0,0,"",0,,
10408,16215,"597879",0,0,0,"",1,,
23610,41630,"92843",0,0,0,"",1,,
23611,41631,"32439",0,0,0,"",0,,
15461,55136,"755006",0,0,0,"",0,,
29968,55133,"461747",0,0,0,"",1,,
10986,17282,"702524",0,0,0,"",0,,
9980,55134,"585937",0,0,0,"",0,,
15461,55135,"468149",0,0,0,"",0,,
10989,17290,"702535",1,0,0,"",1,,
23612,41632,"31254",0,0,0,"",1,,
10993,17295,"702889",0,0,0,"",0,,
23613,41633,"33240",0,0,0,"",1,,
10026,55137,"352800",0,0,0,"",0,,
11001,17306,"702780",1,0,0,"",1,,
11001,17307,"702783",0,0,0,"",0,,
11005,17319,"702887",0,0,0,"",1,,
23614,41634,"31480",0,0,0,"",1,,
11007,17325,"702908",1,0,0,"",0,,
23615,41635,"8544392",0,0,0,"",1,1,921
11011,17331,"721597",1,0,0,"",1,,
5874,18173,"313170",0,0,0,"Главный врач",0,,
26180,47628,"537235",0,0,0,"",0,,
29588,54125,"911488",0,0,0,"",1,,
552,54126,"4507335",0,0,0,"",1,1,911
26556,47629,"365606",0,0,0,"",1,,
11023,17364,"565233",1,0,0,"",0,,
11023,17365,"4533922",0,0,0,"",1,1,911
1471,41121,"957200",0,0,0,"",1,,
11077,17492,"669044",0,0,0,"",1,,
11103,17525,"601231",0,0,0,"",1,,
26558,47632,"507330",0,0,0,"",1,,
23638,41679,"960525",1,0,0,"",1,,
23639,41680,"990185",0,0,0,"",1,,
11112,17541,"669193",0,0,0,"",1,,
11121,17551,"937532",0,0,0,"",1,,
11124,17554,"522075",0,0,0,"",1,,
26559,47634,"986433",0,0,0,"",1,,
26560,47635,"966057",0,0,0,"",1,,
11133,17568,"4790790",0,0,0,"",0,1,911
26561,47636,"530634",0,0,0,"",1,,
17867,47637,"3520003",0,0,0,"",1,1,900
11140,17578,"508303",0,0,0,"",1,1,4012
23392,41127,"73237",0,0,0,"",1,,
23639,41681,"990183",1,0,0,"",0,,
11144,17584,"2350519",0,0,0,"",1,1,906
17867,47638,"3520004",0,0,0,"",0,1,900
23640,41682,"990157",0,0,0,"",1,,
17867,47639,"3520005",0,0,0,"",0,1,900
11152,17596,"771193",0,0,0,"",1,0,
23640,41683,"990161",1,0,0,"",0,,
17867,47640,"4941866",0,0,0,"",0,1,911
10702,16731,"535201",0,0,0,"Приемная",1,,
10708,16744,"641617",1,0,0,"",1,,
1207,16904,"646289",0,0,0,"",1,,
27774,50280,"378037",0,0,0,"",1,,
27775,50281,"699339",0,0,0,"",1,,
27775,50282,"632927",0,0,0,"",0,,
10807,16925,"647433",0,0,0,"",1,,
27776,50283,"52888",0,0,0,"",1,,
10818,16949,"987094",0,0,0,"",0,,
27777,50284,"537106",0,0,0,"",1,,
10821,16955,"987113",0,0,0,"",1,,
27777,50285,"559839",0,0,0,"",0,,
27777,50286,"559539",0,0,0,"",0,,
8527,16965,"987084",0,0,0,"",1,,
10840,17000,"573137",0,0,0,"",1,,
10845,17008,"574034",0,0,0,"",0,,
27778,50287,"333908",0,0,0,"",1,,
27778,50288,"7916508",0,0,0,"",0,1,909
9117,17019,"644221",0,0,0,"",0,,
27779,50289,"333633",0,0,0,"",1,,
20990,35521,"219226",0,0,0,"Главный врач",1,,
10855,17022,"573211",0,0,0,"",1,,
20990,35522,"218892",0,0,0,"Регистратура",1,,
10860,17033,"595027",0,0,0,"",1,,
5948,35523,"469797",0,0,0,"",0,,
