"CONTRACT_ID","ORG_ID","CONTRACT_NAME","CONTRACT_CODE","TRANSACTION_DATE","CONTRACT_AMOUNT","PAYED_AMOUNT","DEBIT","STATUS_ID","PAY_DATE","SUGGEST_PAY_DATE"
3488,20333,"466","466-ГТС-2013",24.07.12,7200,0,-7200,1003,,""
3489,376,"434","434-ГТС-2013",17.04.12,5950,0,-5950,1003,,""
3490,3443,"495","495-ГТС-2013",28.09.12,2000,0,-2000,1003,,""
3491,100,"410","410-ГТС-2013",30.03.12,6800,0,-6800,1003,,""
3492,18118,"437","437-ГТС-2013",11.07.12,19000,0,-19000,1003,,""
3493,14839,"441","441-ГТС-2013",25.05.12,5000,0,-5000,1003,,""
3494,258,"411","411-ГТС-2013",30.03.12,5000,0,-5000,1003,,""
3495,980,"453","453-ГТС-2013",21.06.12,28000,0,-28000,1003,,""
3496,1068,"465","465-ГТС-2013",20.07.12,5000,0,-5000,1003,,""
3497,16531,"449","449-ГТС-2013",18.06.12,12800,0,-12800,1003,,""
3498,20262,"486","486-ГТС-2013",31.07.12,19800,0,-19800,1003,,""
3499,1898,"642","642-ГТС-2013",07.09.12,11700,0,-11700,1003,,""
3500,1082,"493","493-ГТС-2013",28.09.12,30000,0,-30000,1003,,""
3647,22078,"0","0-ГТС-2013",17.12.12,0,0,0,1003,,""
3636,22077,"399","399-ГТС-2013",28.11.12,0,0,0,1003,,""
3503,20179,"499","499-ГТС-2013",02.10.12,19000,0,-19000,1003,,""
3504,168,"499/1","499/1-ГТС-2013",02.10.12,0,0,0,1003,,""
3505,3335,"352","352-ГТС-2013",05.10.12,10000,0,-10000,1003,,""
3506,21119,"351","351-ГТС-2013",04.10.12,2000,0,-2000,1003,,""
3591,1707,"727","727-ГТС-2013",25.10.12,4000,0,-4000,1003,,""
3592,1365,"707","707-ГТС-2013",11.04.12,16150,0,-16150,1003,,""
3593,1116,"728","728-ГТС-2013",29.10.12,20000,0,-20000,1003,,""
3594,16027,"707/1","707/1-ГТС-2013",11.04.12,0,0,0,1003,,""
3595,16029,"707/1","707/1-ГТС-2013",11.04.12,0,0,0,1003,,""
3602,2281,"807","807-ГТС-2013",26.04.12,4500,0,-4500,1003,,""
3603,22057,"807/1","807/1-ГТС-2013",26.04.12,0,0,0,1003,,""
3606,1106,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3605,21491,"826","826-ГТС-2013",29.06.12,14300,0,-14300,1003,,""
3607,21371,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3608,16128,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3609,9460,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3610,22058,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3611,18494,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3612,13826,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3613,10857,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3614,11826,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3615,17075,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3952,1082,"336","336-ГТС-2014",30.08.13,50000,0,-50000,1003,,""
3953,24019,"359","359-ГТС-2014",21.10.13,65000,0,-65000,1003,,""
3954,3469,"360","360-ГТС-2014",11.11.13,7200,0,-7200,1003,,""
3955,10969,"323","323-ГТС-2014",01.11.13,4675,0,-4675,1003,,""
3956,10690,"363","363-ГТС-2014",12.11.13,2000,0,-2000,1003,,""
3957,16150,"362","362-ГТС-2014",08.11.13,5000,0,-5000,1003,,""
3958,567,"007","007-ГТС-2014",05.11.13,8000,0,-8000,1003,,""
3959,7509,"361","361-ГТС-2014",08.11.13,6800,0,-6800,1003,,""
3960,9032,"0/Б","0/Б-ГТС-2014",05.11.13,0,0,0,1003,,""
3961,24204,"392","392-ГТС-2014",14.11.13,5000,0,-5000,1003,,""
3962,21162,"307","307-ГТС-2014",24.10.13,12000,0,-12000,1003,,""
3963,4628,"319","319-ГТС-2014",23.10.13,8000,0,-8000,1003,,""
3790,614,"212","212-ГТС-2014",28.06.13,7200,0,-7200,1003,,""
3791,16005,"211","211-ГТС-2014",24.06.13,5000,0,-5000,1003,,""
3792,781,"210","210-ГТС-2014",27.06.13,3500,0,-3500,1003,,""
3793,11137,"208","208-ГТС-2014",18.06.13,5000,0,-5000,1003,,""
3794,187,"207","207-ГТС-2014",16.06.13,13600,0,-13600,1003,,""
3795,1789,"205","205-ГТС-2014",18.06.13,2000,0,-2000,1003,,""
3796,7909,"204","204-ГТС-2014",11.06.13,5000,0,-5000,1003,,""
3797,9280,"203","203-ГТС-2014",12.06.13,5000,0,-5000,1003,,""
3798,3015,"202","202-ГТС-2014",08.09.13,5000,0,-5000,1003,,""
3799,1092,"201","201-ГТС-2014",11.10.13,42500,0,-42500,1003,,""
3800,10570,"200","200-ГТС-2014",08.06.13,3000,0,-3000,1003,,""
3801,3645,"224","Код проекта не определен!",01.10.14,8000,0,-8000,1003,,""
3803,10374,"223","223-ГТС-2014",30.09.13,12000,0,-12000,1003,,""
3804,20677,"217","217-ГТС-2014",28.06.13,16000,0,-16000,1003,,""
3822,1076,"520","520-ГТС-2014",24.04.13,16000,0,-16000,1003,,""
3823,10035,"524","524-ГТС-2014",29.05.13,5000,0,-5000,1003,,""
3824,20551,"525","525-ГТС-2014",29.05.13,12800,0,-12800,1003,,""
3825,55,"526","526-ГТС-2014",30.05.13,15000,0,-15000,1003,,""
3826,57,"526/1","526/1-ГТС-2014",30.05.13,15000,0,-15000,1003,,""
3827,1717,"527","527-ГТС-2014",30.05.13,5000,0,-5000,1003,,""
3828,3554,"528","528-ГТС-2014",31.05.13,8000,0,-8000,1003,,""
3829,11824,"529","529-ГТС-2014",03.06.13,5000,0,-5000,1003,,""
3830,2194,"530","530-ГТС-2014",14.06.13,5000,0,-5000,1003,,""
3831,670,"531","531-ГТС-2014",04.06.13,8000,0,-8000,1003,,""
3832,10063,"532","532-ГТС-2014",07.06.13,2750,0,-2750,1003,,""
3833,22044,"533","533-ГТС-2014",10.06.13,4500,0,-4500,1003,,""
3835,694,"535","535-ГТС-2014",24.06.13,5000,0,-5000,1003,,""
3836,1748,"536","536-ГТС-2014",19.06.13,4500,0,-4500,1003,,""
3837,1129,"537","537-ГТС-2014",25.06.13,5000,0,-5000,1003,,""
3838,863,"539","539-ГТС-2014",28.06.13,45000,0,-45000,1003,,""
3839,21778,"541","541-ГТС-2014",09.07.13,23000,0,-23000,1003,,""
3840,7599,"542","542-ГТС-2014",10.07.13,4500,0,-4500,1003,,""
3841,20552,"543","543-ГТС-2014",10.07.13,5000,0,-5000,1003,,""
3842,11996,"546","546-ГТС-2014",10.10.13,5000,0,-5000,1003,,""
3843,20876,"547","547-ГТС-2014",24.07.13,13600,0,-13600,1003,,""
3964,19144,"569","569-ГТС-2014",31.10.13,20000,0,-20000,1003,,""
3911,1589,"544","544-ГТС-2014",11.07.13,1800,0,-1800,1003,,""
3912,2482,"523","523-ГТС-2014",31.05.13,5000,0,-5000,1003,,""
3913,6700,"521","521-ГТС-2014",30.05.13,12750,0,-12750,1003,,""
3914,14224,"565","565-ГТС-2014",31.10.13,11000,0,-11000,1003,,""
3915,20871,"565/1","565/1-ГТС-2014",31.10.13,11000,0,-11000,1003,,""
3916,2117,"565/2","565/2-ГТС-2014",31.10.13,11000,0,-11000,1003,,""
3917,24188,"565/3","565/3-ГТС-2014",31.10.13,11000,0,-11000,1003,,""
3918,15622,"565/4","565/4-ГТС-2014",31.10.13,11000,0,-11000,1003,,""
3919,24190,"565/5","565/5-ГТС-2014",31.10.13,11000,0,-11000,1003,,""
3920,2118,"565/6","565/6-ГТС-2014",31.10.13,11000,0,-11000,1003,,""
3921,10376,"519","519-ГТС-2014",17.05.13,48750,0,-48750,1003,,""
3922,20179,"564","564-ГТС-2014",30.10.13,19000,0,-19000,1003,,""
3923,168,"564/1","564/1-ГТС-2014",30.10.13,19000,0,-19000,1003,,""
3924,22046,"564/2","564/2-ГТС-2014",30.10.13,19000,0,-19000,1003,,""
3844,1039,"548","548-ГТС-2014",25.07.13,10000,0,-10000,1003,,""
3845,6540,"549/1","549/1-ГТС-2014",08.10.13,8000,0,-8000,1003,,""
3846,5766,"549/1","549/1-ГТС-2014",08.10.13,8000,0,-8000,1003,,""
3847,2390,"549","549-ГТС-2014",08.10.13,8000,0,-8000,1003,,""
3848,11335,"550","550-ГТС-2014",19.08.13,14000,0,-14000,1003,,""
3849,5074,"551","551-ГТС-2014",17.09.13,5000,0,-5000,1003,,""
3850,444,"554","554-ГТС-2014",15.10.13,4500,0,-4500,1003,,""
3851,10831,"555","555-ГТС-2014",09.10.13,4250,0,-4250,1003,,""
3852,17620,"556","556-ГТС-2014",04.10.13,5000,0,-5000,1003,,""
3853,14963,"557","557-ГТС-2014",04.10.13,5000,0,-5000,1003,,""
3854,11999,"559","559-ГТС-2014",24.10.13,5000,0,-5000,1003,,""
3855,21710,"561","561-ГТС-2014",24.10.13,5000,0,-5000,1003,,""
3856,12454,"562","562-ГТС-2014",23.10.13,8000,0,-8000,1003,,""
3857,14921,"563","563-ГТС-2014",24.10.13,5000,0,-5000,1003,,""
3858,21119,"483","483-ГТС-2014",11.10.13,2000,0,-2000,1003,,""
3859,16054,"458.1","458.1-ГТС-2014",03.10.13,5000,0,-5000,1003,,""
3860,1216,"481","481-ГТС-2014",14.10.13,4675,0,-4675,1003,,""
3861,2643,"445","445-ГТС-2014",01.10.13,5000,0,-5000,1003,,""
3862,21777,"445/1","445/1-ГТС-2014",01.10.13,5000,0,-5000,1003,,""
3863,1116,"472","472-ГТС-2014",16.10.13,20000,0,-20000,1003,,""
3864,2975,"103/Б","103/Б-ГТС-2014",18.10.13,8000,0,-8000,1003,,""
3865,1106,"101/Б","101/Б-ГТС-2014",09.10.13,28000,0,-28000,1003,,""
3866,13929,"104/Б","104/Б-ГТС-2014",27.09.13,7200,0,-7200,1003,,""
3867,15670,"100/Б","100/Б-ГТС-2014",20.09.13,28000,0,-28000,1003,,""
3868,10287,"100/Б/1","100/Б/1-ГТС-2014",20.09.13,28000,0,-28000,1003,,""
3965,22068,"569/1","569/1-ГТС-2014",31.10.13,20000,0,-20000,1003,,""
3966,2219,"570","570-ГТС-2014",08.11.13,25000,0,-25000,1003,,""
3967,24206,"570/1","570/1-ГТС-2014",08.11.13,25000,0,-25000,1003,,""
3968,19511,"106","106-ГТС-2014",25.04.13,10000,0,-10000,1003,,""
3969,24207,"106/1","106/1-ГТС-2014",25.04.13,10000,0,-10000,1003,,""
3973,4691,"365","365-ГТС-2014",29.11.13,25200,0,-25200,1003,,""
3974,1140,"364","364-ГТС-2014",21.11.13,6800,0,-6800,1003,,""
3975,24135,"363","363-ГТС-2014",21.11.13,5000,0,-5000,1003,,""
3976,1514,"374","374-ГТС-2014",20.11.13,2000,0,-2000,1003,,""
3977,1480,"329/1","329/1-ГТС-2014",05.11.13,61800,0,-61800,1003,,""
3978,1160,"571","571-ГТС-2014",19.11.13,20000,0,-20000,1003,,""
3979,1161,"571/1","571/1-ГТС-2014",19.11.13,20000,0,-20000,1003,,""
3880,3378,"324","324-ГТС-2014",01.11.13,13600,0,-13600,1003,,""
3881,19688,"320/Б","320/Б-ГТС-2014",29.10.13,40000,0,-40000,1003,,""
3882,19108,"327","327-ГТС-2014",28.10.13,4250,0,-4250,1003,,""
3883,1214,"324","324-ГТС-2014",23.10.13,6500,0,-6500,1003,,""
3884,1513,"328","328-ГТС-2014",23.10.13,8000,0,-8000,1003,,""
3885,1277,"321","321-ГТС-2014",18.10.13,8000,0,-8000,1003,,""
3886,438,"327","327-ГТС-2014",16.10.13,5000,0,-5000,1003,,""
3887,8795,"316","316-ГТС-2014",08.10.13,2000,0,-2000,1003,,""
3888,1700,"0/Б","0/Б-ГТС-2014",20.03.13,0,0,0,1003,,""
3889,1482,"310","310-ГТС-2014",11.07.13,14450,0,-14450,1003,,""
3890,1952,"311","311-ГТС-2014",25.07.13,2000,0,-2000,1003,,""
3891,7443,"313","313-ГТС-2014",25.07.13,2000,0,-2000,1003,,""
3892,271,"312","312-ГТС-2014",26.07.13,5000,0,-5000,1003,,""
3893,1081,"309","309-ГТС-2014",09.07.13,5000,0,-5000,1003,,""
3894,4909,"308","308-ГТС-2014",08.07.13,5000,0,-5000,1003,,""
3895,8790,"306","306-ГТС-2014",06.07.13,5500,0,-5500,1003,,""
3896,24166,"305","305-ГТС-2014",11.07.13,14450,0,-14450,1003,,""
3897,7420,"304","304-ГТС-2014",04.07.13,5500,0,-5500,1003,,""
3898,3443,"303","303-ГТС-2014",18.06.13,2000,0,-2000,1003,,""
3899,15583,"302","302-ГТС-2014",18.06.13,8000,0,-8000,1003,,""
3900,1011,"301","301-ГТС-2014",21.06.13,5000,0,-5000,1003,,""
3901,1705,"300","300-ГТС-2014",13.06.13,13600,0,-13600,1003,,""
3809,1224,"505","505-ГТС-2014",04.04.13,5000,0,-5000,1003,,""
3810,19734,"506","506-ГТС-2014",04.04.13,5000,0,-5000,1003,,""
3811,1168,"507","507-ГТС-2014",18.04.13,18000,0,-18000,1003,,""
3812,6703,"508","508-ГТС-2014",08.04.13,19550,0,-19550,1003,,""
3813,9303,"509","509-ГТС-2014",16.04.13,13000,0,-13000,1003,,""
3814,10929,"510","510-ГТС-2014",11.04.13,5000,0,-5000,1003,,""
3815,661,"511","511-ГТС-2014",18.04.13,5000,0,-5000,1003,,""
3816,1122,"512","512-ГТС-2014",10.04.13,16150,0,-16150,1003,,""
3937,1784,"514","514-ГТС-2014",19.04.13,40750,0,-40750,1003,,""
3818,1022,"513","513-ГТС-2014",22.04.13,25000,0,-25000,1003,,""
3821,21499,"518","518-ГТС-2014",24.05.13,5000,0,-5000,1003,,""
3820,767,"517","517-ГТС-2014",22.04.13,5000,0,-5000,1003,,""
3936,19067,"514/1","514/1-ГТС-2014",19.04.13,40750,0,-40750,1003,,""
3938,9060,"514/2","514/2-ГТС-2014",19.04.13,40750,0,-40750,1003,,""
3939,18500,"515","515-ГТС-2014",17.04.13,18000,0,-18000,1003,,""
3940,15859,"545","545-ГТС-2014",11.07.13,4500,0,-4500,1003,,""
3941,7406,"522","522-ГТС-2014",24.06.13,11050,0,-11050,1003,,""
3948,9632,"237","237-ГТС-2014",31.10.13,5800,0,-5800,1003,,""
3949,2353,"249","249-ГТС-2014",13.11.13,5000,0,-5000,1003,,""
3950,18469,"105/Б","105/Б-ГТС-2014",06.11.13,21000,0,-21000,1003,,""
3951,2241,"340","340-ГТС-2014",14.11.13,5000,0,-5000,1003,,""
3748,875,"331","331-ГТС-2014",26.07.13,5000,0,-5000,1003,,""
3749,967,"338","338-ГТС-2014",07.09.13,6500,0,-6500,1003,,""
3750,21333,"343","343-ГТС-2014",03.09.13,40000,0,-40000,1003,,""
3751,893,"339","339-ГТС-2014",03.09.13,5000,0,-5000,1003,,""
3752,4361,"337","337-ГТС-2014",11.09.13,2000,0,-2000,1003,,""
3753,4024,"333","333-ГТС-2014",11.09.13,5000,0,-5000,1003,,""
3754,11114,"346","346-ГТС-2014",13.09.13,2000,0,-2000,1003,,""
3755,3628,"344","344-ГТС-2014",18.09.13,5000,0,-5000,1003,,""
3756,14814,"341","341-ГТС-2014",18.09.13,5800,0,-5800,1003,,""
3757,8739,"348","348-ГТС-2014",23.09.13,5000,0,-5000,1003,,""
3758,18351,"350","350-ГТС-2014",23.09.13,7200,0,-7200,1003,,""
3759,14572,"345","345-ГТС-2014",30.09.13,2000,0,-2000,1003,,""
3760,11309,"354","354-ГТС-2014",07.10.13,15300,0,-15300,1003,,""
3761,1819,"353","353-ГТС-2014",03.10.13,12250,0,-12250,1003,,""
3762,1745,"353/1","353/1-ГТС-2014",03.10.13,12250,0,-12250,1003,,""
3763,17511,"335","335-ГТС-2014",10.10.13,2500,0,-2500,1003,,""
3764,3940,"356","356-ГТС-2014",15.10.13,13500,0,-13500,1003,,""
3765,75,"248","248-ГТС-2014",22.10.13,4500,0,-4500,1003,,""
3766,1939,"246","246-ГТС-2014",29.09.13,8000,0,-8000,1003,,""
3767,818,"245","245-ГТС-2014",19.09.13,2000,0,-2000,1003,,""
3768,9839,"243","243-ГТС-2014",29.09.13,12000,0,-12000,1003,,""
3769,823,"240","240-ГТС-2014",12.09.13,5000,0,-5000,1003,,""
3877,1066,"100","100-ГТС-2014",12.04.13,11000,0,-11000,1003,,""
3876,402,"101","101-ГТС-2014",12.04.13,5000,0,-5000,1003,,""
3878,1067,"100/1","100/1-ГТС-2014",12.04.13,11000,0,-11000,1003,,""
3902,14957,"300/1","300/1-ГТС-2014",13.06.13,13600,0,-13600,1003,,""
3903,1145,"701","701-ГТС-2014",11.03.13,67150,0,-67150,1003,,""
3904,876,"703","703-ГТС-2014",18.03.13,13600,0,-13600,1003,,""
3905,15829,"705","705-ГТС-2014",20.03.13,70000,0,-70000,1003,,""
3926,24194,"491","491-ГТС-2014",08.11.13,5000,0,-5000,1003,,""
3970,2789,"329","329-ГТС-2014",05.11.13,50000,0,-50000,1003,,""
3971,17075,"0/Б","0/Б-ГТС-2014",15.11.13,0,0,0,1003,,""
3972,24208,"0","0-ГТС-2014",15.11.13,0,0,0,1003,,""
3729,258,"411","411-ГТС-2014",21.03.13,5000,0,-5000,1003,,""
3730,1001,"416","416-ГТС-2014",21.03.13,5000,0,-5000,1003,,""
3731,17709,"420","420-ГТС-2014",21.02.13,2000,0,-2000,1003,,""
3732,10750,"433","433-ГТС-2014",20.03.13,5000,0,-5000,1003,,""
3733,962,"422","422-ГТС-2014",20.03.13,2000,0,-2000,1003,,""
3734,7366,"421","421-ГТС-2014",20.03.13,2000,0,-2000,1003,,""
3735,10241,"418","418-ГТС-2014",20.03.13,5000,0,-5000,1003,,""
3736,1775,"409","409-ГТС-2014",19.03.13,5000,0,-5000,1003,,""
3737,22086,"426","426-ГТС-2014",19.03.13,5000,0,-5000,1003,,""
3738,5010,"423","423-ГТС-2014",18.03.13,5000,0,-5000,1003,,""
3739,858,"417","417-ГТС-2014",18.03.13,6800,0,-6800,1003,,""
3740,6928,"400","400-ГТС-2014",12.03.13,13600,0,-13600,1003,,""
3741,867,"400","400-ГТС-2014",12.03.13,13600,0,-13600,1003,,""
3742,14478,"404","404-ГТС-2014",11.03.13,5000,0,-5000,1003,,""
3743,4522,"406","406-ГТС-2014",14.03.13,8500,0,-8500,1003,,""
3744,11308,"406/1","406/1-ГТС-2014",14.03.13,8500,0,-8500,1003,,""
3745,9579,"402","402-ГТС-2014",12.03.13,13000,0,-13000,1003,,""
3746,4496,"405","405-ГТС-2014",11.03.13,16000,0,-16000,1003,,""
3747,15562,"403","403-ГТС-2014",13.03.13,10000,0,-10000,1003,,""
3770,19781,"238","238-ГТС-2014",10.09.13,8000,0,-8000,1003,,""
3771,20507,"236","236-ГТС-2014",09.09.13,8000,0,-8000,1003,,""
3772,11666,"235","235-ГТС-2014",24.07.13,5000,0,-5000,1003,,""
3726,1085,"425","425-ГТС-2014",22.03.13,2000,0,-2000,1003,,""
3727,3468,"412","412-ГТС-2014",22.03.13,19550,0,-19550,1003,,""
3728,13679,"412/1","412/1-ГТС-2014",22.03.13,19550,0,-19550,1003,,""
3780,8048,"225","225-ГТС-2014",09.05.13,5000,0,-5000,1003,,""
3781,20061,"222","222-ГТС-2014",09.07.13,8000,0,-8000,1003,,""
3782,3215,"221","221-ГТС-2014",22.07.13,5000,0,-5000,1003,,""
3783,9581,"220","220-ГТС-2014",24.07.13,15000,0,-15000,1003,,""
3784,17918,"219","219-ГТС-2014",20.07.13,8000,0,-8000,1003,,""
3785,14879,"лого","лого-ГТС-2014",24.07.13,20900,0,-20900,1003,,""
3786,1074,"216","216-ГТС-2014",18.06.13,6800,0,-6800,1003,,""
3787,20068,"215","215-ГТС-2014",01.08.13,8000,0,-8000,1003,,""
3788,20075,"214","214-ГТС-2014",19.08.13,20000,0,-20000,1003,,""
3789,1035,"213","213-ГТС-2014",10.06.13,4675,0,-4675,1003,,""
3925,14905,"1/Б","1/Б-ГТС-2014",11.11.13,0,0,0,1003,,""
3773,20804,"234","234-ГТС-2014",31.07.13,12750,0,-12750,1003,,""
3774,2455,"231","231-ГТС-2014",03.09.13,5000,0,-5000,1003,,""
3775,2454,"230","230-ГТС-2014",03.09.13,5000,0,-5000,1003,,""
3776,9636,"229","229-ГТС-2014",13.07.13,14400,0,-14400,1003,,""
3777,3639,"228","228-ГТС-2014",15.07.13,4675,0,-4675,1003,,""
3778,14873,"227","227-ГТС-2014",17.07.13,5000,0,-5000,1003,,""
3779,21756,"226","226-ГТС-2014",09.07.13,2500,0,-2500,1003,,""
