"CONTRACT_ID","ORG_ID","CONTRACT_NAME","CONTRACT_CODE","TRANSACTION_DATE","CONTRACT_AMOUNT","PAYED_AMOUNT","DEBIT","STATUS_ID","PAY_DATE","SUGGEST_PAY_DATE"
3033,13679,"711","711-ГТС-2012",31.08.11,19550,0,-19550,1003,,""
3034,3468,"711/1","711/1-ГТС-2012",01.09.11,0,0,0,1003,,""
3047,4598,"866","866-ГТС-2012",07.10.11,11050,0,-11050,1003,,""
3046,4926,"874","874-ГТС-2012",01.11.11,1800,0,-1800,1003,,""
3048,9620,"871","871-ГТС-2012",25.10.11,8000,0,-8000,1003,,""
3049,7509,"872","872-ГТС-2012",27.10.11,6800,0,-6800,1003,,""
3050,16054,"710","710-ГТС-2012",22.08.11,5000,0,-5000,1003,,""
3051,10558,"704","704-ГТС-2012",16.08.11,5000,0,-5000,1003,,""
3052,19978,"870","870-ГТС-2012",17.10.11,5000,0,-5000,1003,,""
3053,1277,"861","861-ГТС-2012",21.09.11,18700,0,-18700,1003,,""
3054,3065,"867","867-ГТС-2012",05.10.11,5000,0,-5000,1003,,""
3055,11389,"808","808-ГТС-2012",12.10.11,5000,0,-5000,1003,,""
3056,3645,"851","851-ГТС-2012",07.09.11,22000,0,-22000,1003,,""
3057,20550,"800","800-ГТС-2012",08.06.11,2000,0,-2000,1003,,""
3058,16562,"860","860-ГТС-2012",20.09.11,5000,0,-5000,1003,,""
3059,1787,"862","862-ГТС-2012",22.09.11,4250,0,-4250,1003,,""
3060,1460,"712","712-ГТС-2012",23.08.11,4675,0,-4675,1003,,""
3061,2643,"852","852-ГТС-2012",02.09.11,5000,0,-5000,1003,,""
3062,16531,"851","851-ГТС-2012",01.09.11,12800,0,-12800,1003,,""
3078,19734,"134","134-ГТС-2012",08.09.11,8000,0,-8000,1003,,""
3079,10486,"148","148-ГТС-2012",05.10.11,5000,0,-5000,1003,,""
3089,20277,"495","495-ГТС-2012",09.11.11,2800,0,-2800,1003,,""
3090,893,"487","487-ГТС-2012",04.10.11,5000,0,-5000,1003,,""
3091,19511,"482","482-ГТС-2012",01.09.11,8000,0,-8000,1003,,""
3092,2118,"463","463-ГТС-2012",09.09.11,4250,0,-4250,1003,,""
3093,211,"233","233-ГТС-2012",03.10.11,8000,0,-8000,1003,,""
3094,20061,"230","230-ГТС-2012",14.10.11,5000,0,-5000,1003,,""
3095,8098,"229","229-ГТС-2012",08.09.11,5000,0,-5000,1003,,""
3096,1022,"223","223-ГТС-2012",18.08.11,15300,0,-15300,1003,,""
3722,1212,"428","428-ГТС-2014",25.03.13,4250,0,-4250,1003,,""
3098,4090,"220","220-ГТС-2012",17.08.11,11050,0,-11050,1003,,""
3099,2576,"217","217-ГТС-2012",05.08.11,13000,0,-13000,1003,,""
3100,6742,"217/1","217/1-ГТС-2012",05.08.11,0,0,0,1003,,""
3101,1748,"215","215-ГТС-2012",28.07.11,0,0,0,1003,,""
3102,6712,"207","207-ГТС-2012",10.06.11,8000,0,-8000,1003,,""
3105,254,"200","200-ГТС-2012",02.06.11,5000,0,-5000,1003,,""
3104,4671,"201","201-ГТС-2012",07.06.11,6000,0,-6000,1003,,""
3113,714,"709","709-ГТС-2012",19.08.11,2800,0,-2800,1003,,""
3114,6540,"708","708-ГТС-2012",18.08.11,8000,0,-8000,1003,,""
3115,2390,"708/1","708/1-ГТС-2012",18.08.11,0,0,0,1003,,""
3116,5766,"708/2","708/2-ГТС-2012",18.08.11,0,0,0,1003,,""
3117,1796,"855","855-ГТС-2012",13.09.11,8000,0,-8000,1003,,""
3118,1707,"856","856-ГТС-2012",13.09.11,4000,0,-4000,1003,,""
3119,6511,"857","857-ГТС-2012",13.09.11,8000,0,-8000,1003,,""
3120,14873,"706","706-ГТС-2012",17.08.11,5000,0,-5000,1003,,""
3121,16994,"703","703-ГТС-2012",15.08.11,2200,0,-2200,1003,,""
3122,1010,"850","850-ГТС-2012",24.08.11,2000,0,-2000,1003,,""
3123,1939,"958","958-ГТС-2012",26.10.11,8000,0,-8000,1003,,""
3124,126,"171","171-ГТС-2012",15.11.11,4500,0,-4500,1003,,""
3125,20707,"150","150-ГТС-2012",16.09.11,17000,0,-17000,1003,,""
3126,11170,"167","167-ГТС-2012",27.10.11,13000,0,-13000,1003,,""
3127,20179,"156","156-ГТС-2012",04.10.11,19000,0,-19000,1003,,""
3128,168,"156/1","156/1-ГТС-2012",04.10.11,0,0,0,1003,,""
3129,3482,"133","133-ГТС-2012",08.08.11,65000,0,-65000,1003,,""
3130,19144,"149","149-ГТС-2012",19.10.11,8000,0,-8000,1003,,""
3176,15832,"950/2","950/2-ГТС-2012",01.10.11,0,0,0,1003,,""
3177,19140,"950/3","950/3-ГТС-2012",01.10.11,0,0,0,1003,,""
3682,96,"444","444-ГТС-2014",10.04.13,8000,0,-8000,1003,,""
3179,14181,"950/5","950/5-ГТС-2012",01.10.11,0,0,0,1003,,""
3683,100,"410","410-ГТС-2014",01.04.13,6800,0,-6800,1003,,""
3183,1085,"483","483-ГТС-2012",28.09.11,2000,0,-2000,1003,,""
3182,7994,"485","485-ГТС-2012",28.09.11,2000,0,-2000,1003,,""
3184,18610,"5/525","5/525-ГТС-2012",28.11.11,8000,0,-8000,1003,,""
3185,1351,"5/524","5/524-ГТС-2012",10.11.11,13000,0,-13000,1003,,""
3186,15622,"460","460-ГТС-2012",09.09.11,4250,0,-4250,1003,,""
3187,14224,"462","462-ГТС-2012",09.09.11,8500,0,-8500,1003,,""
3188,20871,"462/1","462/1-ГТС-2012",09.09.11,0,0,0,1003,,""
3189,2117,"461","461-ГТС-2012",09.09.11,8500,0,-8500,1003,,""
3190,20874,"476","476-ГТС-2012",01.09.11,27000,0,-27000,1003,,""
3191,3378,"472","472-ГТС-2012",17.08.11,13600,0,-13600,1003,,""
3192,12603,"642","642-ГТС-2012",21.11.11,2000,0,-2000,1003,,""
3193,16150,"641","641-ГТС-2012",16.11.11,5000,0,-5000,1003,,""
3194,20262,"639","639-ГТС-2012",29.11.11,19800,0,-19800,1003,,""
3356,614,"626","626-ГТС-2013",23.07.12,7200,0,-7200,1003,,""
3196,19852,"632","632-ГТС-2012",13.10.11,4000,0,-4000,1003,,""
3197,19846,"616","616-ГТС-2012",26.09.11,9000,0,-9000,1003,,""
3198,8310,"613","613-ГТС-2012",08.08.11,22100,0,-22100,1003,,""
3358,11404,"633","633-ГТС-2013",20.07.12,2000,0,-2000,1003,,""
3359,10570,"608","608-ГТС-2013",23.07.12,4000,0,-4000,1003,,""
3360,967,"640","640-ГТС-2013",31.07.12,6500,0,-6500,1003,,""
3361,7994,"628","628-ГТС-2013",16.07.12,2000,0,-2000,1003,,""
3362,17620,"619","619-ГТС-2013",01.08.12,5000,0,-5000,1003,,""
3363,444,"625","625-ГТС-2013",02.08.12,4500,0,-4500,1003,,""
3364,14572,"634","634-ГТС-2013",09.08.12,2000,0,-2000,1003,,""
3365,2060,"609","609-ГТС-2013",10.08.12,6800,0,-6800,1003,,""
3374,19734,"149","149-ГТС-2013",19.09.12,5000,0,-5000,1003,,""
3375,1823,"401","401-ГТС-2013",22.03.12,4250,0,-4250,1003,,""
3376,9579,"402","402-ГТС-2013",26.03.12,13000,0,-13000,1003,,""
3377,4496,"405","405-ГТС-2013",27.03.12,16000,0,-16000,1003,,""
3378,3807,"408","408-ГТС-2013",30.03.12,8000,0,-8000,1003,,""
3379,6741,"407","407-ГТС-2013",29.03.12,4250,0,-4250,1003,,""
3380,14478,"404","404-ГТС-2013",27.03.12,5000,0,-5000,1003,,""
3381,1775,"409","409-ГТС-2013",06.04.12,5000,0,-5000,1003,,""
3382,1001,"416","416-ГТС-2013",05.04.12,5000,0,-5000,1003,,""
3383,10241,"418","418-ГТС-2013",06.04.12,5000,0,-5000,1003,,""
3384,11196,"414","414-ГТС-2013",04.04.12,8000,0,-8000,1003,,""
3385,7366,"421","421-ГТС-2013",10.04.12,2000,0,-2000,1003,,""
3386,962,"422","422-ГТС-2013",10.04.12,2000,0,-2000,1003,,""
3387,2650,"424","424-ГТС-2013",10.04.12,13000,0,-13000,1003,,""
3227,12459,"1000","1000-ГТС-2012",05.12.11,0,0,0,1003,,""
3930,17737,"350","350-ГТС-2014",12.09.13,9000,0,-9000,1003,,""
3232,10690,"886","886-ГТС-2012",30.11.11,2000,0,-2000,1003,,""
3233,1976,"884","884-ГТС-2012",30.11.11,2500,0,-2500,1003,,""
3234,980,"888","888-ГТС-2012",08.12.11,5000,0,-5000,1003,,""
3235,413,"889","889-ГТС-2012",30.11.11,8500,0,-8500,1003,,""
3931,1898,"340","340-ГТС-2014",03.09.13,11700,0,-11700,1003,,""
3238,16780,"714/1","714/1-ГТС-2013",14.05.12,7200,0,-7200,1003,,""
3284,672,"511","511-ГТС-2013",01.06.12,6800,0,-6800,1003,,""
3366,3015,"620/1","620/1-ГТС-2013",17.08.12,5000,0,-5000,1003,,""
3367,16005,"638","638-ГТС-2013",01.08.12,5000,0,-5000,1003,,""
3368,1589,"629","629-ГТС-2013",07.08.12,1800,0,-1800,1003,,""
3710,16029,"427","427-ГТС-2014",02.04.13,16150,0,-16150,1003,,""
3370,1916,"641","641-ГТС-2013",03.09.12,5000,0,-5000,1003,,""
3371,9632,"637","637-ГТС-2013",03.09.12,5800,0,-5800,1003,,""
3372,1092,"643","643-ГТС-2013",23.08.12,42500,0,-42500,1003,,""
3373,2390,"630","630-ГТС-2013",16.07.12,8000,0,-8000,1003,,""
3395,12326,"413","413-ГТС-2013",04.04.12,5000,0,-5000,1003,,""
3396,1131,"412","412-ГТС-2013",02.04.12,8000,0,-8000,1003,,""
3397,12690,"419","419-ГТС-2013",07.04.12,10000,0,-10000,1003,,""
3398,6618,"432","432-ГТС-2013",24.04.12,13600,0,-13600,1003,,""
3399,1990,"427","427-ГТС-2013",25.04.12,4250,0,-4250,1003,,""
3205,11597,"623","623-ГТС-2012",01.11.11,9000,0,-9000,1003,,""
3204,2482,"627","627-ГТС-2012",29.09.11,5000,0,-5000,1003,,""
3206,20876,"456","456-ГТС-2012",01.11.11,13600,0,-13600,1003,,""
3207,967,"442","442-ГТС-2012",01.06.11,6500,0,-6500,1003,,""
3208,20342,"496","496-ГТС-2012",30.11.11,5000,0,-5000,1003,,""
3209,6928,"401/1","401/1-ГТС-2012",16.03.11,0,0,0,1003,,""
3210,867,"401","401-ГТС-2012",16.03.11,13600,0,-13600,1003,,""
3211,10287,"001","001-ГТС-2012",01.11.11,0,0,0,1003,,""
3212,15670,"001/1","001/1-ГТС-2012",01.11.11,0,0,0,1003,,""
3213,11008,"8","8-ГТС-2012",22.11.11,8000,0,-8000,1003,,""
3214,2975,"9","9-ГТС-2012",21.09.11,8000,0,-8000,1003,,""
3215,1312,"4","4-ГТС-2012",13.09.11,8000,0,-8000,1003,,""
3216,3335,"234","234-ГТС-2012",14.10.11,10000,0,-10000,1003,,""
3217,16425,"716","716-ГТС-2012",01.11.11,21000,0,-21000,1003,,""
3218,467,"716/1","716/1-ГТС-2012",01.11.11,0,0,0,1003,,""
3388,5010,"423","423-ГТС-2013",10.04.12,5000,0,-5000,1003,,""
3389,10750,"433","433-ГТС-2013",17.04.12,5000,0,-5000,1003,,""
3390,1212,"428","428-ГТС-2013",17.04.12,4250,0,-4250,1003,,""
3391,17709,"420","420-ГТС-2013",10.04.12,2000,0,-2000,1003,,""
3392,858,"417","417-ГТС-2013",06.04.12,6800,0,-6800,1003,,""
3393,1766,"415","415-ГТС-2013",05.04.12,16000,0,-16000,1003,,""
3394,1882,"426","426-ГТС-2013",16.04.12,8000,0,-8000,1003,,""
3199,1116,"601","601-ГТС-2012",30.11.11,20000,0,-20000,1003,,""
3200,20875,"601/1","601/1-ГТС-2012",30.11.11,0,0,0,1003,,""
3201,8773,"630","630-ГТС-2012",29.09.11,13500,0,-13500,1003,,""
3202,315,"625","625-ГТС-2012",29.09.11,13500,0,-13500,1003,,""
3226,1700,"3","3-ГТС-2012",15.06.11,18000,0,-18000,1003,,""
3225,786,"326","326-ГТС-2012",28.10.11,19000,0,-19000,1003,,""
3229,20561,"760","760-ГТС-2012",06.12.11,10000,0,-10000,1003,,""
3684,5144,"435","435-ГТС-2014",20.03.13,5000,0,-5000,1003,,""
3231,17069,"110","110-ГТС-2012",24.05.11,5000,0,-5000,1003,,""
3298,6703,"111","111-ГТС-2013",16.07.12,19550,0,-19550,1003,,""
3299,9303,"118","118-ГТС-2013",29.06.12,13000,0,-13000,1003,,""
3300,1039,"131","131-ГТС-2013",16.07.12,10000,0,-10000,1003,,""
3303,20552,"128","128-ГТС-2013",18.07.12,5000,0,-5000,1003,,""
3302,4456,"133","133-ГТС-2013",17.07.12,5000,0,-5000,1003,,""
3306,10929,"120","120-ГТС-2013",29.06.12,5000,0,-5000,1003,,""
3305,911,"125","125-ГТС-2013",11.07.12,8000,0,-8000,1003,,""
3317,1717,"117","117-ГТС-2013",19.06.12,5000,0,-5000,1003,,""
3318,5059,"101","101-ГТС-2013",16.04.12,8000,0,-8000,1003,,""
3321,19679,"104","104-ГТС-2013",12.04.12,28050,0,-28050,1003,,""
3320,10233,"109","109-ГТС-2013",27.06.12,5000,0,-5000,1003,,""
3322,2194,"144","144-ГТС-2013",06.08.12,8000,0,-8000,1003,,""
3616,6993,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3220,72,"172","172-ГТС-2012",17.11.11,8500,0,-8500,1003,,""
3221,8966,"174","174-ГТС-2012",24.11.11,8000,0,-8000,1003,,""
3222,17088,"169","169-ГТС-2012",11.11.11,2000,0,-2000,1003,,""
3223,9425,"173","173-ГТС-2012",22.11.11,5000,0,-5000,1003,,""
3224,16043,"883","883-ГТС-2012",30.11.11,4250,0,-4250,1003,,""
3237,21006,"960","960-ГТС-2012",12.12.11,2000,0,-2000,1003,,""
3323,1893,"143","143-ГТС-2013",31.07.12,8000,0,-8000,1003,,""
3324,11999,"123","123-ГТС-2013",26.07.12,5000,0,-5000,1003,,""
3325,1784,"138","138-ГТС-2013",24.07.12,40750,0,-40750,1003,,""
3326,2217,"132","132-ГТС-2013",23.07.12,6250,0,-6250,1003,,""
3685,18118,"437","437-ГТС-2014",20.03.13,19000,0,-19000,1003,,""
3328,7630,"102","102-ГТС-2013",04.04.12,9000,0,-9000,1003,,""
3329,1122,"129","129-ГТС-2013",01.08.12,16150,0,-16150,1003,,""
3331,1074,"17","17-ГТС-2013",05.06.12,6800,0,-6800,1003,,""
3332,3215,"12","12-ГТС-2013",04.06.12,5000,0,-5000,1003,,""
3333,7909,"22","22-ГТС-2013",07.06.12,5000,0,-5000,1003,,""
3334,2455,"15","15-ГТС-2013",05.06.12,5000,0,-5000,1003,,""
3335,2454,"20","20-ГТС-2013",08.06.12,5000,0,-5000,1003,,""
3336,8048,"16","16-ГТС-2013",05.06.12,5000,0,-5000,1003,,""
3337,5428,"607","607-ГТС-2013",18.06.12,11050,0,-11050,1003,,""
3338,20075,"613","613-ГТС-2013",20.06.12,20000,0,-20000,1003,,""
3339,1789,"610","610-ГТС-2013",21.06.12,5000,0,-5000,1003,,""
3273,1482,"508","508-ГТС-2013",07.05.12,14450,0,-14450,1003,,""
3274,1705,"507","507-ГТС-2013",23.04.12,13600,0,-13600,1003,,""
3275,14957,"507/1","507/1-ГТС-2013",23.04.12,0,0,0,1003,,""
3276,4909,"506","506-ГТС-2013",02.04.12,5000,0,-5000,1003,,""
3277,1076,"505","505-ГТС-2013",27.04.12,16000,0,-16000,1003,,""
3340,187,"606","606-ГТС-2013",21.06.12,13600,0,-13600,1003,,""
3341,21756,"614","614-ГТС-2013",21.06.12,2500,0,-2500,1003,,""
3342,19103,"602","602-ГТС-2013",08.06.12,60000,0,-60000,1003,,""
3343,3334,"616","616-ГТС-2013",28.06.12,5000,0,-5000,1003,,""
3344,3639,"621","621-ГТС-2013",03.07.12,4675,0,-4675,1003,,""
3345,2580,"624","624-ГТС-2013",10.07.12,9350,0,-9350,1003,,""
3346,21144,"620","620-ГТС-2013",18.07.12,5000,0,-5000,1003,,""
3347,20804,"617","617-ГТС-2013",12.07.12,12750,0,-12750,1003,,""
3348,19781,"601","601-ГТС-2013",10.07.12,4000,0,-4000,1003,,""
3349,11137,"623","623-ГТС-2013",13.07.12,5000,0,-5000,1003,,""
3350,9280,"632","632-ГТС-2013",18.07.12,5000,0,-5000,1003,,""
3351,9581,"601/1","601/1-ГТС-2013",18.07.12,15000,0,-15000,1003,,""
3352,9636,"631","631-ГТС-2013",18.07.12,14400,0,-14400,1003,,""
3353,20068,"621/2","621/2-ГТС-2013",18.07.12,8000,0,-8000,1003,,""
3354,781,"605","605-ГТС-2013",20.07.12,3500,0,-3500,1003,,""
3355,20061,"611","611-ГТС-2013",25.07.12,8000,0,-8000,1003,,""
3357,1349,"639","639-ГТС-2013",30.07.12,11050,0,-11050,1003,,""
3470,11996,"725","725-ГТС-2013",11.09.12,5000,0,-5000,1003,,""
3471,4084,"721","721-ГТС-2013",21.09.12,15000,0,-15000,1003,,""
3472,21710,"147","147-ГТС-2013",27.08.12,5000,0,-5000,1003,,""
3473,14814,"157","157-ГТС-2013",27.09.12,5800,0,-5800,1003,,""
3474,7443,"603","603-ГТС-2013",19.07.12,2000,0,-2000,1003,,""
3587,4724,"0","0-ГТС-2013",07.11.12,0,0,0,1003,,""
3586,335,"722","722-ГТС-2013",14.11.12,5000,0,-5000,1003,,""
3588,1366,"712","712-ГТС-2013",10.04.12,50000,0,-50000,1003,,""
3589,3471,"780","780-ГТС-2013",21.11.12,16150,0,-16150,1003,,""
3590,1180,"781","781-ГТС-2013",21.11.12,14450,0,-14450,1003,,""
3596,6540,"630/1","630/1-ГТС-2013",16.07.12,0,0,0,1003,,""
3597,5766,"630/1","630/1-ГТС-2013",17.07.12,0,0,0,1003,,""
3598,3645,"604","604-ГТС-2013",12.07.12,17100,0,-17100,1003,,""
3599,2353,"612","612-ГТС-2013",31.07.12,5000,0,-5000,1003,,""
3600,1312,"314","314-ГТС-2013",11.10.12,8000,0,-8000,1003,,""
3601,11335,"822","822-ГТС-2013",11.10.12,28900,0,-28900,1003,,""
3630,22069,"137","137-ГТС-2013",02.10.12,65000,0,-65000,1003,,""
3621,10374,"495/1","495/1-ГТС-2013",17.07.12,0,0,0,1003,,""
3623,21814,"495","495-ГТС-2013",17.07.12,12000,0,-12000,1003,,""
3631,9425,"184","184-ГТС-2013",26.11.12,5000,0,-5000,1003,,""
3632,6654,"178","178-ГТС-2013",21.11.12,30000,0,-30000,1003,,""
3633,4763,"178/1","178/1-ГТС-2013",21.11.12,0,0,0,1003,,""
3433,15622,"475","475-ГТС-2013",30.07.12,4250,0,-4250,1003,,""
3434,2118,"478","478-ГТС-2013",30.07.12,4250,0,-4250,1003,,""
3435,21737,"460","460-ГТС-2013",13.07.12,8000,0,-8000,1003,,""
3436,15583,"463","463-ГТС-2013",25.07.12,8000,0,-8000,1003,,""
3437,1214,"425","425-ГТС-2013",16.04.12,7200,0,-7200,1003,,""
3438,4522,"406","406-ГТС-2013",27.03.12,8500,0,-8500,1003,,""
3439,11308,"406/1","406/1-ГТС-2013",27.03.12,0,0,0,1003,,""
3440,1787,"461","461-ГТС-2013",03.09.12,4250,0,-4250,1003,,""
3441,20234,"487","487-ГТС-2013",31.07.12,4000,0,-4000,1003,,""
3442,16054,"458","458-ГТС-2013",03.09.12,5000,0,-5000,1003,,""
3443,15562,"403","403-ГТС-2013",22.09.12,5000,0,-5000,1003,,""
3444,12295,"471","471-ГТС-2013",21.08.12,5000,0,-5000,1003,,""
3445,8310,"488","488-ГТС-2013",05.09.12,22100,0,-22100,1003,,""
3446,18935,"600","600-ГТС-2013",27.06.12,5225,0,-5225,1003,,""
3447,1761,"734","734-ГТС-2013",25.07.12,13000,0,-13000,1003,,""
3449,2205,"742","742-ГТС-2013",04.09.12,5000,0,-5000,1003,,""
3450,1345,"739","739-ГТС-2013",26.07.12,16000,0,-16000,1003,,""
3476,21778,"310","310-ГТС-2013",12.09.12,23000,0,-23000,1003,,""
3477,1140,"820","820-ГТС-2013",15.06.12,4250,0,-4250,1003,,""
3478,19511,"825","825-ГТС-2013",21.06.12,8000,0,-8000,1003,,""
3479,1147,"824","824-ГТС-2013",28.06.12,9000,0,-9000,1003,,""
3480,15670,"313","313-ГТС-2013",29.11.12,23000,0,-23000,1003,,""
3686,7114,"480","480-ГТС-2014",04.10.13,17000,0,-17000,1003,,""
3634,1960,"178/2","178/2-ГТС-2013",21.11.12,0,0,0,1003,,""
3635,6657,"178/3","178/3-ГТС-2013",21.11.12,0,0,0,1003,,""
3687,1303,"429","429-ГТС-2014",22.05.13,11050,0,-11050,1003,,""
3688,1766,"415","415-ГТС-2014",16.05.13,16000,0,-16000,1003,,""
3689,22363,"447","447-ГТС-2014",13.05.13,5000,0,-5000,1003,,""
3690,2553,"465","465-ГТС-2014",30.04.13,6800,0,-6800,1003,,""
3691,20262,"486","486-ГТС-2014",30.04.13,19800,0,-19800,1003,,""
3692,8953,"436","436-ГТС-2014",01.04.13,5000,0,-5000,1003,,""
3693,6712,"498","498-ГТС-2014",29.04.13,8000,0,-8000,1003,,""
3694,3807,"408","408-ГТС-2014",29.04.13,8000,0,-8000,1003,,""
3695,23983,"408/1","408/1-ГТС-2014",29.04.13,8000,0,-8000,1003,,""
3696,6741,"407","407-ГТС-2014",24.04.13,4250,0,-4250,1003,,""
3697,8310,"448","448-ГТС-2014",22.04.13,22100,0,-22100,1003,,""
3698,21798,"419","419-ГТС-2014",19.04.13,13000,0,-13000,1003,,""
3699,6618,"432","432-ГТС-2014",18.04.13,13600,0,-13600,1003,,""
3700,4472,"459","459-ГТС-2014",12.04.13,8000,0,-8000,1003,,""
3701,3065,"452","452-ГТС-2014",12.04.13,5000,0,-5000,1003,,""
3702,23984,"446/1","Код проекта не определен!",,12000,0,-12000,1003,,""
3703,14327,"446","446-ГТС-2014",09.04.13,12000,0,-12000,1003,,""
3704,980,"453","453-ГТС-2014",08.04.13,28000,0,-28000,1003,,""
3705,376,"434","434-ГТС-2014",14.04.13,5950,0,-5950,1003,,""
3451,369,"719","719-ГТС-2013",17.07.12,5000,0,-5000,1003,,""
3452,10042,"752","752-ГТС-2013",18.09.12,4250,0,-4250,1003,,""
3453,6712,"733","733-ГТС-2013",24.07.12,8000,0,-8000,1003,,""
3454,19108,"732","732-ГТС-2013",24.07.12,4250,0,-4250,1003,,""
3455,1081,"740","740-ГТС-2013",07.08.12,5000,0,-5000,1003,,""
3456,18351,"751","751-ГТС-2013",17.09.12,6800,0,-6800,1003,,""
3457,1216,"735","735-ГТС-2013",25.07.12,4675,0,-4675,1003,,""
3458,7420,"736","736-ГТС-2013",26.07.12,5500,0,-5500,1003,,""
3459,1395,"700","700-ГТС-2013",22.03.12,13600,0,-13600,1003,,""
3460,20208,"750","750-ГТС-2013",12.09.12,2000,0,-2000,1003,,""
3461,21798,"730","730-ГТС-2013",12.07.12,13000,0,-13000,1003,,""
3462,16779,"706","706-ГТС-2013",14.06.12,5000,0,-5000,1003,,""
3463,2893,"701","701-ГТС-2013",26.03.12,20400,0,-20400,1003,,""
3706,920,"454","454-ГТС-2014",01.04.13,5500,0,-5500,1003,,""
3465,1104,"704","704-ГТС-2013",29.03.12,6800,0,-6800,1003,,""
3467,21006,"719","719-ГТС-2013",12.07.12,2000,0,-2000,1003,,""
3468,15513,"706","706-ГТС-2013",05.07.12,16000,0,-16000,1003,,""
3469,4160,"731","731-ГТС-2013",23.07.12,11050,0,-11050,1003,,""
3507,20317,"010","010-ГТС-2013",01.12.12,8000,0,-8000,1003,,""
3508,2542,"722","722-ГТС-2013",16.10.12,4250,0,-4250,1003,,""
3509,17555,"724","724-ГТС-2013",22.10.12,2000,0,-2000,1003,,""
3510,9620,"723","723-ГТС-2013",08.10.12,2000,0,-2000,1003,,""
3511,1748,"737","737-ГТС-2013",25.07.12,4500,0,-4500,1003,,""
3512,16043,"364","364-ГТС-2013",29.10.12,7200,0,-7200,1003,,""
3513,16994,"492","492-ГТС-2013",27.10.12,2200,0,-2200,1003,,""
3514,286,"357","357-ГТС-2013",26.10.12,8000,0,-8000,1003,,""
3515,342,"362","362-ГТС-2013",26.10.12,5000,0,-5000,1003,,""
3516,11389,"363","363-ГТС-2013",25.10.12,5000,0,-5000,1003,,""
3517,1514,"811","811-ГТС-2013",25.10.12,8000,0,-8000,1003,,""
3518,2197,"361","361-ГТС-2013",24.10.12,4000,0,-4000,1003,,""
3519,16892,"469","469-ГТС-2013",23.10.12,5000,0,-5000,1003,,""
3520,7932,"359","359-ГТС-2013",17.10.12,8000,0,-8000,1003,,""
3521,21963,"360","360-ГТС-2013",22.10.12,5000,0,-5000,1003,,""
3618,21162,"340","340-ГТС-2013",21.11.12,9350,0,-9350,1003,,""
3617,7114,"358","358-ГТС-2013",24.10.12,17000,0,-17000,1003,,""
3619,22059,"0","0-ГТС-2013",23.11.12,0,0,0,1003,,""
3637,9497,"316","316-ГТС-2013",24.10.12,47600,0,-47600,1003,,""
3638,19140,"316/1","316/1-ГТС-2013",24.10.12,0,0,0,1003,,""
3639,15832,"316/2","316/2-ГТС-2013",24.10.12,0,0,0,1003,,""
3640,9494,"316/3","316/3-ГТС-2013",24.10.12,0,0,0,1003,,""
3707,14533,"469","469-ГТС-2014",05.04.13,8000,0,-8000,1003,,""
3708,1365,"427","427-ГТС-2014",02.04.13,16150,0,-16150,1003,,""
3709,16027,"427/1","427/1-ГТС-2014",02.04.13,16150,0,-16150,1003,,""
3544,17918,"165","165-ГТС-2013",09.10.12,8000,0,-8000,1003,,""
3545,2482,"155","155-ГТС-2013",05.10.12,5000,0,-5000,1003,,""
3546,7406,"164","164-ГТС-2013",10.10.12,11050,0,-11050,1003,,""
3547,2241,"163","163-ГТС-2013",06.10.12,5000,0,-5000,1003,,""
3548,1168,"154","154-ГТС-2013",17.10.12,18000,0,-18000,1003,,""
3549,11824,"173","173-ГТС-2013",24.10.12,5000,0,-5000,1003,,""
3550,20551,"168","168-ГТС-2013",23.10.12,12800,0,-12800,1003,,""
3551,55,"170","170-ГТС-2013",17.10.12,15000,0,-15000,1003,,""
3552,57,"170/1","170/1-ГТС-2013",17.10.12,15000,0,-15000,1003,,""
3553,10035,"169","169-ГТС-2013",23.10.12,5000,0,-5000,1003,,""
3554,6700,"113","113-ГТС-2013",24.10.12,12750,0,-12750,1003,,""
3555,127,"172","172-ГТС-2013",18.10.12,6800,0,-6800,1003,,""
3556,438,"153","153-ГТС-2013",25.09.12,5000,0,-5000,1003,,""
3557,19852,"171","171-ГТС-2013",13.11.12,4000,0,-4000,1003,,""
3558,1129,"167","167-ГТС-2013",13.11.12,5000,0,-5000,1003,,""
3559,18379,"158","158-ГТС-2013",09.10.12,26600,0,-26600,1003,,""
3560,1035,"124","124-ГТС-2013",16.11.12,4675,0,-4675,1003,,""
3561,1011,"162","162-ГТС-2013",30.10.12,5000,0,-5000,1003,,""
3562,1351,"180","180-ГТС-2013",29.10.12,7000,0,-7000,1003,,""
3563,1022,"103","103-ГТС-2013",18.04.12,18700,0,-18700,1003,,""
3564,22041,"182","182-ГТС-2013",15.11.12,8000,0,-8000,1003,,""
3565,22042,"187","187-ГТС-2013",15.11.12,10000,0,-10000,1003,,""
3481,2629,"312","312-ГТС-2013",01.10.12,12700,0,-12700,1003,,""
3482,2975,"311","311-ГТС-2013",27.09.12,8000,0,-8000,1003,,""
3483,567,"005","005-ГТС-2013",22.08.12,8000,0,-8000,1003,,""
3484,19688,"004","004-ГТС-2013",18.07.12,83000,0,-83000,1003,,""
3485,1700,"003","003-ГТС-2013",16.07.12,18000,0,-18000,1003,,""
3486,9839,"350","350-ГТС-2013",04.10.12,12000,0,-12000,1003,,""
3487,877,"494","494-ГТС-2013",28.09.12,8000,0,-8000,1003,,""
