"ADDRESS_ID","HOUSE","ENTRANCE","CASE","STAGE","OFFICE","CABINET","DISTRICT_ID","CITY_ID","STREET_ID","POST_INDEX_ID","OTHER","PAVILION","LITERA"
2416,"186","","","","","",,0,535,,"","",""
25314,"2","","","","","",,0,79,,"","",""
2419,"186","","","","16","",,0,535,,"","",""
26474,"182","","","","116","",,0,535,,"","",""
2422,"205","","","","","",,0,6,7,"","",""
2423,"205","","","","","",,0,6,7,"","",""
2424,"1","","","","318","",,0,201,,"","",""
2426,"70","","","","","",,0,6,,"","",""
2427,"120","","","","","",,0,6,,"","",""
2428,"182","","","","","",,0,766,,"","",""
25316,"1","","","","","",,0,534,,"","",""
2432,"17","","","","10","",,0,491,20,"","",""
25317,"63 А","","","","","",,0,382,,"","",""
25644,"50","","","","","",,0,850,,"","",""
25645,"117","","","","","",,0,438,,"","",""
2438,"29 А","","","","11","",,0,585,20,"","",""
25646,"163","","","","","",,0,535,,"","",""
25647,"15","","","","","",,0,535,,"","",""
2442,"29 А","","","","8","",,0,585,,"","",""
2443,"29 А","","","","9","",,0,585,,"","",""
25648,"100","","","","","",,0,515,,"","",""
2449,"30","","","","","",,0,677,,"","",""
2452,"17","","","","9","",,0,491,,"","",""
2454,"17","","","","","11",,0,491,,"","",""
2456,"17","","","","5, 8","",,0,491,,"","",""
2460,"17","","","","7","",,0,491,,"","",""
2462,"40","","","","","",,0,388,7,"","",""
26478,"10","","","","","",,14,1165,,"","",""
2467,"19","","","","","",,0,345,20,"","",""
2469,"75","","","","","",,0,800,,"","",""
2470,"25","","","","","",,0,832,,"","",""
2471,"25","","","","","",,0,832,,"","",""
2474,"112","","","","","",,0,766,,"","",""
2475,"1 А","","","","","",,0,847,,"","",""
2476,"23","","","","","",,0,345,,"","",""
2480,"10","","","","","",,0,649,15,"","",""
2482,"24","","","","","",,0,657,,"","",""
2487,"1 А","","","","","",,38,1254,,"","",""
2489,"1 А","","","","","",,38,1254,,"","",""
11722,"3","","","","","",,0,911,,"","",""
26479,"17 Б","","","","","",,0,188,,"","",""
12301,"104","","","","","",,0,1006,,"","",""
2793,"39","","","","","",,0,535,,"","",""
2795,"4","","","","","",,0,365,,"","",""
21141,"30","","","1","","",,0,818,,"","",""
26480,"17 Б","","","","","",,0,188,,"","",""
2800,"120","","","","","",,0,6,,"","",""
26481,"18","","","","","",,0,855,,"","",""
2828,"182 А","","","","","",,0,535,5,"","",""
21139,"30","","","1","","",,0,818,,"ТРЦ Европа, атриум Москва","",""
2831,"21","","","","","",,0,371,,"","",""
2996,"29","","","","","",,0,576,,"","",""
21144,"6 А","","","","","",,0,902,,"","",""
26483,"166","","","","","",,0,214,,"","",""
3002,"120","","","","","",,0,6,,"","",""
26484,"10","","","","258","",,0,1577,,"","",""
26485,"17 Б","","","1","","",,0,188,,"","9",""
21145,"6 А","","","","","",,0,902,,"","",""
21146,"131","","","","","",,0,438,,"","",""
26486,"17 Б","","","","","",,0,188,,"","",""
21149,"36","","","","","",,0,437,,"","",""
21171,"1","","","","","",,16,1120,,"","",""
21182,"77 А","","","","","",,13,1027,,"","",""
3015,"1/3","","","","","",,0,572,,"","",""
3018,"29","","","","","",,0,315,3,"","",""
3021,"4","","","","","",,0,214,,"","",""
3022,"20","","","","","",,7,1031,,"","",""
3025,"8","","","","","",,7,1031,,"","",""
3026,"56","","","","","",,0,436,,"","",""
21185,"9","","","","","",,68,1388,,"","",""
3029,"1 А","","","","","",,7,1018,,"","",""
3030,"10","","","","","",,8,1033,,"","",""
3031,"1/46","","","","","",,8,1051,,"","",""
3037,"5","","","","","",,0,6,,"","",""
21186,"27","","","","","",,68,1239,,"","",""
25138,"4","","","","8","",,0,418,,"","",""
25139,"3/5","","","","","",,0,348,,"","",""
25140,"47 Г","","","","","",,0,550,,"","",""
25142,"47 Г","","","","","",,0,550,,"","",""
25144,"10","","","","","",,0,1577,,"","205",""
25145,"10","","","","","",,0,1577,,"","267",""
25146,"10","","","","","",,0,1577,,"","200",""
3053,"49","","","","","",,0,129,,"","",""
25147,"1 А","","","","","",,0,777,,"","",""
3057,"59","","","","","",,0,1007,,"","",""
3058,"52","","","","","",,0,550,,"","",""
25148,"4/6","","","","","",,0,924,,"","",""
25149,"3 А","","","","","",,0,604,,"","",""
3063,"11","","","","","",,0,632,,"","",""
3065,"85 А","","","","","",,0,376,,"","",""
3066,"22","","","","","",,0,45,,"","13",""
3067,"16","","","","","",,0,276,,"","",""
3068,"1","","","","","",,0,190,,"","",""
3070,"4","","","","","",,0,437,,"цокольный этаж","",""
3071,"2","","","","","",,2,1052,113,"","",""
3072,"13","","","","","550",,0,766,,"","",""
3074,"10","","","","","",,13,1053,,"","",""
21187,"27","","","","","",,68,1239,,"","",""
3076,"72","","","","","",,0,6,11,"","",""
25151,"115","","","","","",,0,382,,"","",""
25152,"5/13","","","","","",,0,116,,"","",""
21189,"3","","","","","",,68,1963,,"","",""
2113,"17","","","","","",,0,626,,"","",""
2114,"69","","","","","",,0,214,,"","",""
2117,"2","","","3","","",,0,258,,"","",""
2119,"61 Л","","","","","",,159,1190,,"","",""
2123,"17 Б","","","","","",,0,188,,"","",""
2125,"19","","","","","",,0,535,5,"","",""
2127,"2","","","","","",,0,910,,"","27",""
2133,"1","","","","2","",,0,657,,"","",""
2134,"34","","","5","517, 518","",,0,677,,"","",""
25155,"19","","","","","",,0,892,,"","",""
2137,"19","","","","","",,0,454,,"","",""
2138,"182 А","","","","","",,0,535,,"","",""
2140,"1","","","","","",,0,6,11,"","",""
2141,"52","","","","","",,0,388,,"","",""
25156,"42","","","6","13","",,0,436,,"","",""
1359,"21-25","","","","","",,0,438,20,"","",""
1360,"65/19","","","","","",,0,515,,"","",""
1361,"108/2","","","","","",,0,515,,"","",""
1366,"21","","","","","",,0,438,,"","",""
25157,"17","","","","","",,0,363,,"","",""
25159,"115","","","","","45",,0,382,,"","",""
1374,"13 А","","","","","",,0,438,,"","",""
1375,"30 А","","","","","",,0,188,21,"","",""
1382,"1","","","","402","",,0,201,,"","",""
1547,"90 А","","","","","",,0,496,,"","",""
1550,"83","","2, 7","","","",,0,352,,"","",""
1551,"40","","","","4","",,0,11,,"","",""
1803,"31 А","","","","","",,0,28,,"","",""
1808,"154","","","","","",,0,214,0,"","",""
1809,"18","","","","","",,0,314,0,"","",""
1810,"10","","","","","",,0,186,0,"","",""
1812,"19","","","","","",,0,515,,"","",""
1813,"67 Б","","","2","204","",,0,438,,"","",""
1815,"7","","","","307","",,0,231,0,"","",""
1816,"49","","","","","",,0,330,,"","",""
1818,"41 А","","","","26","",,0,11,,"","",""
1819,"2","","","3","","",,0,497,,"","",""
1822,"41","","","","","",,0,11,,"","",""
1824,"7","","","","403","",,0,231,,"","",""
1825,"18","","","","","",,0,314,,"","",""
1908,"2","","","","","",,0,652,,"","",""
1913,"65","","","","","",,0,641,,"","",""
1914,"36 В","","","","","",,0,6,,"","",""
1922,"50","","","","","",,0,515,,"","",""
1935,"13","","","","","",,0,250,,"","",""
1938,"7","","","","","",,0,231,,"","",""
26354,"14 Б","","","4","","",,0,535,,"","",""
1942,"105 Б","","","","","",,0,766,,"","",""
1944,"5","","","","","",,0,664,,"","",""
1945,"45 А","","","","","",,0,11,,"","",""
1946,"142 Д","","","","","",,0,515,,"","",""
1948,"2","","","","","",,0,841,13,"","",""
1950,"256","","","","","",,0,535,5,"","",""
1951,"106","","","","","",,0,515,,"","",""
26360,"49 Е","","","","","",,0,550,,"","",""
1955,"7","","","","","",,0,157,,"","",""
1956,"55","","","1","","",,0,214,,"","13",""
26355,"83","","","","204","",,0,352,,"","",""
1960,"2 А","","","","","",,0,910,,"","",""
1961,"19","","","","","",,0,892,,"","",""
1962,"120","","","","","",,0,555,4,"","",""
1964,"251 А","","","","","",,0,641,8,"","",""
1965,"77","","","","","",,0,376,,"","",""
1966,"148","","","","","",,0,214,,"","",""
1967,"2","","","","","",,0,532,0,"","",""
2004,"26","","","","1","",,0,572,,"","",""
2005,"15","","","","","",,0,56,,"","",""
2011,"186 А","","","","","",,0,535,1,"","",""
19499,"51","","","","","",,46,1485,,"","",""
19497,"1","","","","","",,2,1367,,"","",""
2015,"38 А","","","","","",,0,279,,"","",""
2016,"49","","","","","",,0,279,3,"","",""
2019,"130","","","","","",,0,245,,"","",""
2020,"6","","","","","",,0,315,,"","",""
2021,"13","","","","","",,0,250,,"","",""
2024,"66 Д","","","","","",,0,1013,,"","",""
2025,"19","","","","","",,0,245,,"","",""
2026,"240","","","","","",,0,245,,"","",""
2146,"40","","","","","",,0,197,,"","",""
2147,"18","","","","","",,0,6,,"","",""
2150,"98","","","","","",,0,214,,"","",""
2152,"4/10","","","","","",,0,326,,"","",""
26357,"221","","","","","",,0,641,,"","",""
2157,"196  Б","","","","","",,0,535,5,"","",""
2158,"196  Б","","","","","",,0,535,5,"","",""
2160,"1 Г","","","","","",,38,1254,,"","",""
2161,"35","","","","","",,0,821,,"","",""
2162,"3","","","","","",,0,21,15,"","",""
2164,"66","","","","","",,0,1013,,"","",""
2165,"1","","","","410","",,0,201,,"","",""
26358,"1","","","","","",,0,59,,"","",""
26359,"49 Е","","","","","",,0,550,,"","",""
26361,"40","","","","821","",,0,535,,"","",""
26362,"14/16","","","","518","",,0,766,,"","",""
2174,"120","","","","","",,0,6,,"въезд с ул. Краснокаменной","",""
26363,"40","","","","","919",,0,535,,"","",""
2177,"136","","","","530","",,0,515,,"","",""
26364,"40","","","9","922","",,0,535,,"","",""
26365,"17 Б","","","","1012","",,0,188,,"","",""
2182,"80","","","","","",,0,902,,"","",""
2183,"6","","","5","","8",,0,874,,"","",""
2184,"4-1","","","","","",,0,739,,"","",""
2186,"2","","","","302","",,0,183,,"","",""
2187,"30","","","","","",,0,902,,"","",""
2188,"7","","","","","",,0,231,,"","",""
2189,"4","","","4","35","",,0,640,,"","",""
2192,"21 А","","","","","",,0,454,,"","",""
2194,"20","","","","","",,0,191,,"","",""
2195,"37","","","","","",,0,890,,"","",""
2196,"54 А","","","","","",,0,550,0,"","",""
2199,"7/9","","","","","",,0,438,,"","",""
2200,"4","1","","2","","",,0,640,,"","",""
26367,"17 Б","","","9","903","",,0,188,,"","",""
2203,"6","","","","","",,0,365,,"","",""
2204,"83 А","","","","27","",,0,352,,"","",""
2206,"83 А","","","","","",,0,323,122,"","",""
2207,"46","","","","","",,0,515,0,"","",""
2211,"61","","","","","",,0,1007,,"","",""
2212,"7","","","","108","",,0,231,,"","",""
2214,"38","14","","","","",,0,454,,"","",""
2215,"71","","","","","",,0,766,,"","",""
2216,"71","","","","","",,0,766,13,"","",""
2218,"51 В","","","","","",,0,6,,"","",""
26368,"17 Б","","","","609","",,0,188,,"","",""
11949,"141","","","","","",,0,438,,"","",""
2236,"2 А","","","","","",,0,926,,"","",""
2237,"163","","","","","",,0,535,,"","",""
2238,"208","","","","","",,0,766,,"","",""
26369,"","","","","","",,0,,,"","",""
2242,"55","","","","","",,0,376,,"","",""
2245,"83","","","","","",,0,314,,"","",""
2246,"98","","","","","6",,0,515,,"","",""
2247,"113 А","","","","","",,0,214,,"","",""
2249,"5","","","","","",,0,938,,"","",""
2251,"59","","","","","",,0,309,,"","",""
26370,"2","","","","","302",,0,744,,"","",""
2255,"58  А","","","","","",,0,310,,"","7",""
2256,"11","","","","","",,0,291,21,"","",""
2258,"111","","","","","",,0,438,20,"","",""
2261,"34/38","","","","","",,0,58,,"","",""
2263,"3","","","","202","",,0,21,,"","",""
2264,"1","","","","","",,0,491,122,"","",""
2265,"153","","","","","",,0,245,,"","",""
2267,"58-60","","","","","",,0,376,,"","",""
26372,"1","","","","","",,0,1588,,"","",""
2269,"1","","","2","","29",,0,847,,"","",""
2271,"60-66","","","","","",,0,438,,"","",""
26373,"23","","","","","",,0,345,,"","",""
2273,"5","","","","","",,0,454,0,"","",""
2275,"83","","","","","",,0,535,,"","",""
2282,"26","","","","","",,0,712,,"","",""
2283,"135","","","","","",,0,438,20,"","",""
2284,"2","","","","","",,0,11,,"","",""
2287,"15 А","","","2","","19",,0,902,,"","",""
2288,"14","","","","","",,0,938,,"","",""
2290,"14","","","","","",,0,938,,"","",""
2291,"19","","","","","",,0,376,,"","",""
2294,"1","","","","","",,0,862,,"","",""
26376,"","","","","","",,0,,,"","",""
2296,"15","","","","","",,0,712,,"","",""
2298,"41","","","","","",,0,641,,"","",""
26377,"23","","","","","",,0,675,,"","",""
2303,"27","","","","","",,0,641,,"","",""
2304,"40","","","","","",,0,535,5,"","",""
2308,"5","","","1","","",,0,102,,"","",""
1845,"30","","","","","",,0,438,5,"","",""
26378,"23","","","","","",,0,675,,"","",""
26379,"","","","","","",,0,,,"","",""
1850,"58","","","","","",,0,197,21,"","",""
1852,"42","","","","","",,0,98,,"","",""
2306,"12","","","","","",,0,766,0,"","",""
26380,"53","","","","","",,0,675,,"","",""
2311,"1","","","","","",,0,534,,"","",""
2315,"5","","","","","",,0,454,11,"","",""
2316,"26","","","","","",,0,188,0,"","",""
2317,"3/5","","","","","16",,0,680,21,"","",""
2318,"17","","","","","",,0,620,,"","",""
2322,"2","","","","","",,0,744,,"","",""
2323,"145","","","","","",,0,28,,"","",""
2326,"7/9","","","","","",,0,350,5,"","",""
2327,"2","","","","","",,0,293,15,"","",""
2328,"122","","","","","",,0,214,15,"","",""
2330,"9/13","","","","","",,0,924,20,"","",""
2331,"103/109","","","","","",,0,345,4,"","",""
2332,"113","","","","","",,0,515,8,"","",""
2334,"42/44","","","","","",,0,299,0,"","",""
2335,"1/3","","","","","",,0,535,5,"","",""
2337,"30/32","","","","","",,0,365,0,"","",""
26381,"41","","","","","",,0,675,,"","",""
2341,"58","","","","","",,0,447,,"","",""
26382,"55-61","","","","","",,0,675,,"","",""
26383,"55","","","","","",,0,675,,"","",""
26451,"129","","","","","",,0,24,,"","",""
2349,"81","","","","","",,0,447,,"","",""
2352,"1","","","","","14",,0,59,8,"","",""
2354,"182 А","","","","302","",,0,535,,"","",""
2356,"2","1","","","","",,0,492,,"","",""
2357,"117 А","","","","","",,0,323,,"","",""
2358,"117","","","","","",,0,323,122,"","",""
2361,"244","","","","","",,0,245,16,"","",""
26453,"34/36","","","","","",,0,874,,"ор-р — пересечение с ул. 9 Апреля","",""
2362,"66 А","","","","","",,0,376,13,"","",""
2363,"19 А","","","","","",,0,245,,"","",""
2365,"2 Б","","","","","",,0,535,,"","",""
2366,"106","","","","","",,0,926,19,"","",""
2367,"181","","","","","",,0,535,,"","",""
2369,"83 А","","","","","",,0,535,,"","",""
2370,"242 А","","","","","",,0,766,,"","",""
2371,"143","","","","","",,0,28,,"","",""
2373,"20","","","","","",,0,926,,"","",""
2374,"9","","","","","",,0,389,,"","",""
2375,"136","","","","","",,0,245,,"","",""
2378,"62","","","","","",,0,454,,"","",""
28380,"137","","","","","",,0,438,,"","",""
2383,"20","","","","","",,0,509,,"","",""
2384,"5","","","","","",,0,506,,"","",""
2385,"98","","","","","",,0,535,,"","",""
2387,"62","","","","","",,0,535,,"","",""
28381,"8","","","","","",,412,2235,,"","",""
2389,"154","","","","","",,0,535,5,"","",""
2391,"182","","","","","",,0,535,,"","",""
2392,"230","","","","","",,0,926,,"","",""
1778,"2","","","","324","",,0,63,,"","",""
1780,"31 А","","","","","",,0,576,,"","",""
1781,"2","","","","208","",,0,183,,"","",""
1782,"1/17","","","","","",,0,214,,"","",""
1783,"20","","","","","",,0,188,,"","",""
25611,"138 А","","","2","","",,0,515,,"","",""
26454,"18","","","","313","",,0,314,,"","",""
25612,"49","","","","521","",,0,54,,"","",""
1793,"66/68","","","","","",,0,515,,"","",""
1797,"74","","","","","",,0,748,8,"","",""
1798,"5","","","","","",,0,186,0,"","",""
1799,"5","","","","","",,0,186,,"","",""
25632,"126","","","","","",,0,766,,"","",""
1830,"2 А","","","","","",,0,855,,"","",""
1831,"6","","","","","",,0,841,13,"","",""
1833,"45","","","","","",,0,98,,"","",""
1835,"20 В","","","","","",,0,657,,"","",""
1836,"2 Г","","","4","405","",,0,854,,"","",""
1837,"30","","","","","",,0,438,5,"","",""
1840,"3","","","","","",,151,1433,,"","",""
1853,"58","","","","","",,0,496,,"","",""
1856,"19 А","","","","","",,0,329,,"","",""
1857,"40","","","","","",,0,902,,"","",""
1858,"16","","","","","",,0,188,,"","",""
1860,"2","","","","313","",,0,63,,"","",""
26455,"9","","","","","",,8,1435,,"","",""
25635,"3-9","","","","","",,0,261,,"","",""
1865,"2","","","2","","",,0,890,,"","",""
1866,"11","","","","","",,0,280,,"","",""
1871,"3","","","","","",,0,460,,"","",""
1872,"133","","","","","",,0,382,,"","",""
1874,"45","","","","","",,0,11,,"","",""
26456,"104","","","","","",,0,24,,"","",""
1878,"2","","","","504","",,0,744,,"","",""
1880,"","","","","","",,173,,,"","",""
1881,"100/118 В","","","","","",,0,314,,"","",""
1884,"131","","","7","709","",,0,438,,"","",""
26457,"83","","","","","",,0,352,,"","",""
26458,"129","","","","","",,0,24,,"","",""
1891,"3/5","","","3","16","",,0,680,21,"","",""
1892,"30 А","","","","","",,0,438,,"","",""
26459,"34/36","","","","","",,0,874,,"","2",""
26460,"9 А","","","","","",,0,219,,"","",""
1902,"17","","","","","",,0,850,,"","",""
1903,"67 Б","","","","","",,0,438,,"","",""
1905,"2 А","","","","","",,8,1532,,"","",""
1906,"34","","","","","",,0,677,,"","",""
26461,"63","","","","","",,0,874,,"","",""
1909,"3","","","","","",,0,409,,"","",""
26462,"255","","","","","",,0,535,,"","",""
3386,"58 А","","","","","",,0,310,,"","",""
26463,"","","","","","",,0,651,,"","",""
26464,"126","","","","","",,0,1007,,"","",""
19129,"45","","","","","",,0,11,,"","",""
3393,"27 Б","","","","","",,1,1113,,"","",""
3394,"18 А","","","","","",,18,1046,,"","",""
26465,"2 В","","","","","",,0,945,,"","",""
26466,"107","","","","","",,0,323,,"","",""
26467,"133 В","","","","","",,0,535,,"","",""
26475,"182","","","","114","",,0,535,,"","",""
26476,"","","","","","",,0,,,"","",""
26477,"129","","","","","",,0,24,,"ор-р — Шик и блеск","",""
28382,"66","","","","","",,0,1013,,"","",""
28383,"10","","","","","",,0,841,,"","",""
3396,"3","","","","","",,17,1100,,"","",""
28801,"17","","","","","",,19,2266,,"","",""
3398,"3","","","","","",,22,1123,,"","",""
3400,"76","","","2","","",,0,310,,"","",""
3401,"1","","","","","",,13,1152,,"","",""
23526,"8","","","","","",,3,1096,,"","",""
3405,"3","","","","","",,2,1082,,"","",""
3406,"1","","","","","",,14,1091,,"","",""
19124,"2 - 4 А","","","","","",,0,902,,"","",""
28802,"17","","","","","",,19,2266,,"","",""
3410,"65","","","","","",,0,323,,"","",""
23530,"2","","","","","",,3,1073,,"","",""
23531,"1","","","","","",,3,1198,,"","",""
28803,"1","","","","","",,19,1304,,"","",""
23541,"19 А","","","","","",,17,2101,,"","",""
3418,"73","","","","","",,0,1058,16,"","",""
3419,"4","","","","","",,0,800,4,"","",""
28804,"24","","","","","",,2,1161,,"","",""
23542,"1","","","","","",,17,1047,,"","",""
28805,"1","","","","","",,0,127,,"","",""
3427,"9","","","","","",,0,323,122,"","",""
3428,"1","","","","","",,0,323,,"","",""
23545,"32","","","","","",,17,1094,,"","",""
28806,"3","","","","","",,2,1082,,"","",""
28807,"3","","","","","",,0,818,,"","",""
23701,"13","","","","","",,1,1489,,"","",""
23702,"3","","","","","",,337,1900,,"","",""
3437,"109 А","","","","","",,0,323,20,"","",""
3441,"45","","","","12","",,0,657,,"","",""
3443,"251 А","","","3","","",,0,641,,"","",""
3444,"58","","","","","",,0,271,20,"","",""
28809,"3","","","","","",,2,1082,,"","",""
23703,"30","","","","","",,23,1068,,"","",""
3448,"12","2","","3","","14",,0,271,,"","",""
23704,"10","","","","","",,8,1110,,"","",""
28810,"3","","","","","",,2,1082,,"","",""
23705,"17","","","","","",,21,1363,,"","",""
3454,"17","","","","","",,0,345,,"","",""
3456,"95/101","","","","","",,0,345,,"","",""
3457,"91 А","","","","","",,0,407,,"","15",""
3460,"26","","","","","",,0,635,,"","",""
3461,"1","","","","","",,0,346,,"","",""
3463,"1","","","3","","",,0,346,,"","",""
3466,"23","","","","","",,0,367,,"","",""
23706,"38 А","","","","","",,7,1093,,"","",""
3469,"6","","","","","",,0,367,4,"","",""
28811,"3 Д","","","","","",,2,1398,,"","",""
3472,"15 А","","","","","",,0,389,,"","",""
23707,"3","","","","","",,6,1103,,"","",""
23708,"65","","","","","",,13,1027,,"","",""
3476,"11","","","","","",,0,389,20,"","",""
23709,"8","","","","","",,9,1021,,"","",""
3478,"2","","","","","",,0,323,,"","",""
23710,"35 А","","","","","",,0,64,,"","",""
3481,"42","","","","","",,0,388,,"","",""
3482,"42","","","","","",,0,388,,"","",""
3484,"42","","","","","",,0,388,,"","",""
3485,"5","","","","","",,0,394,5,"","",""
3486,"1","","","","","",,0,620,,"","",""
3490,"11","","","","","",,0,407,,"","",""
3492,"131","","","3","307, 309","",,0,438,,"","",""
28812,"186","","","","","",,0,766,,"","",""
3495,"1 А","","","","","",,0,847,,"","",""
3497,"16/18","","","","","",,0,712,,"","",""
28813,"27","","","","","",,0,369,,"","",""
3501,"16/18","","","","","",,0,712,,"","",""
3502,"16/18","","","","","",,0,712,,"","",""
3505,"16/18","","","","","",,0,712,,"","",""
3507,"16/18","","","","","",,0,712,,"","",""
3509,"16/18","","","","","",,0,712,,"","",""
28814,"2","","","","","",,0,183,,"","",""
3512,"16/18","","","","","",,0,712,,"","",""
3514,"39","","","","","",,0,415,,"","",""
3515,"7/17, 17 А","","","","","",,0,290,,"","",""
3517,"40","","","","","",,0,535,,"Балтийский Бизнес Центр","",""
3518,"230 Б","","","","","",,0,1155,,"","",""
28815,"40","","","","","",,0,535,,"","",""
28816,"1","","","","","",,0,768,,"","",""
3522,"215","","","","","",,0,407,,"","",""
3523,"1","","","","","",,0,421,9,"","",""
28817,"142","","","","","",,0,382,,"","",""
28818,"21","","","","","",,0,818,,"","",""
3529,"10","","","","","",,0,193,20,"","",""
3531,"113","","","","","",,0,438,20,"","",""
3533,"72","","","","","",,0,515,,"","",""
3534,"18","","","4","401","",,0,855,122,"","",""
26308,"5","","","","11","",,0,217,,"","",""
3541,"18","","","","","",,0,260,,"","",""
3543,"131","","","","301","",,0,438,20,"","",""
3544,"8","","","","409","",,0,585,,"Рыбная биржа","",""
3545,"6 А","","","","","",,0,330,,"","",""
3548,"106","","","","","",,0,926,,"","",""
11506,"5","","","","","",,0,438,,"","",""
11938,"30 А","","","","","",,0,438,,"","",""
11947,"2","","","","","",,0,271,,"","",""
3764,"81","","","","","",,0,692,,"","",""
3767,"163","","","","","",,0,245,,"","",""
3769,"107 А","","","","","",,0,54,,"","",""
3776,"4","","","","","",,0,369,,"","",""
3780,"4","","","","","",,0,369,,"","",""
3782,"13","","","","","",,0,504,,"","",""
3786,"40","","","","","",,0,64,,"","",""
3789,"23","","","","","",,0,571,,"","",""
3792,"51","","","","","",,0,128,,"","",""
3798,"46","","","","","",,0,874,,"","",""
26309,"2","","","","","",,0,910,,"ТЦ Старая Башня","22",""
26310,"25","","","","","",,0,664,,"","",""
3809,"2","","","","","",,0,910,,"","34",""
3811,"3/5","","","2","","",,0,680,,"","",""
3812,"66-68","","","","","",,0,902,,"","",""
21190,"9","","","","","",,68,1388,,"","",""
21250,"7","","","","","",,14,1088,,"","",""
21253,"2","","","","","",,14,1929,,"","",""
26312,"3","","","","","",,0,329,,"","",""
21288,"48 А","","","","","",,0,535,,"","",""
21328,"2 А","","","","","",,163,1244,,"","",""
26313,"3","","","","","",,59,1803,,"","",""
3105,"1","","","2","","236",,0,640,,"","",""
21339,"","","","","","",,0,,,"","",""
3110,"10","","","","","",,0,651,,"","",""
21349,"1","","","","","",,2,1030,,"","",""
26314,"6","","","","","",,0,237,,"","",""
26315,"138 А","","","","","",,0,245,,"","",""
26335,"15","","","","","",,0,236,,"","",""
26337,"49 Е","","","","","",,0,550,,"","",""
21350,"5","","","","","",,14,1088,,"","",""
3122,"44","","","","","",,0,641,,"","",""
19586,"24","","","","","",,0,376,,"","",""
19587,"18 А","","","","","",,0,260,,"","",""
26338,"19","","","4","","",,0,188,,"","",""
3127,"2","","","","","",,0,712,,"","",""
21353,"36","","","","","",,12,1981,,"","",""
3130,"27 А","","","","","",,0,299,,"","",""
3132,"24","","","","","",,23,1061,120,"","",""
26339,"49 Е","","","","","",,0,550,,"секция 6","",""
3137,"6 А","","","","","",,0,330,,"","",""
3138,"2","","","","","",,0,528,,"","",""
3142,"34","","","","","",,0,818,,"","",""
26340,"184 А","","","","","",,0,535,,"","",""
3145,"3 А","","","","","",,8,1106,,"","",""
3146,"2","","","","","",,16,1120,,"","",""
26341,"13","","","","","",,0,250,,"","",""
3149,"26","","","","","",,15,1125,118,"","",""
3150,"36 А","","","","","",,7,1093,111,"","",""
3152,"12","","","","","",,12,1024,,"","",""
3154,"26/54","","","","","",,3,1096,,"","",""
3155,"1","","","","","",,14,1090,,"","",""
26342,"13","","","","201","",,0,250,,"","",""
21357,"45 А","","","","","",,0,657,,"","",""
3161,"6","","","","","",,9,1098,,"","",""
3162,"4","","","","","",,0,498,,"","",""
3164,"58","","","","","",,0,641,,"","",""
21358,"45 А","","","","","",,0,657,,"","",""
3169,"53 А","","","","VI","",,0,407,,"","",""
3172,"1","","","","","",,0,847,,"ор-р — Стройкомплект","",""
3173,"10 А","","","","","",,0,786,,"","",""
3174,"7","","","","","",,0,260,,"","",""
3176,"99","","","","","",,0,496,,"","",""
3177,"5 А","","","","","",,13,1027,109,"","",""
3178,"2","","","","","",,23,1313,,"","",""
3180,"10","","","","","",,14,1354,,"","",""
21359,"45 А","","","","","",,0,657,,"","",""
3182,"4 А","","","","","",,0,345,,"","",""
3185,"7 В","","","","1","",,0,271,20,"","",""
21360,"45 А","","","","","",,0,657,,"","",""
3188,"17","","","","300","",,0,389,,"","",""
3189,"131","","","","305","",,0,438,,"","",""
25079,"30","","","","","",,0,657,,"","",""
19734,"2","","","","","",,0,497,,"","",""
3193,"41 А","","","","","",,0,11,,"","",""
3195,"55","","","","327","",,0,214,,"","",""
25080,"5-13","","","","","",,0,116,,"","",""
3197,"17 А","","","","13","",,0,838,,"","",""
25160,"4","","","","","",,0,382,,"","",""
3211,"181 А","","","","","",,0,535,,"","",""
3214,"80","","","3","","",,0,330,,"","",""
20688,"26","","","","31","",,0,635,,"","",""
25161,"2 Д","","","","","",,0,363,,"","",""
25162,"10","","","","","",,0,58,,"","",""
25164,"38","","","","","",,0,58,,"","",""
20696,"32 Г","","","","","",,14,1615,,"","",""
25165,"34","","","","","",,0,58,,"","",""
20699,"40","","","8","814","",,0,535,,"","",""
20703,"80","","","","","",,0,902,,"","",""
20766,"9","","","","","",,6,1028,,"","",""
20781,"27 Б","","","","","",,0,280,,"","",""
20783,"98","","","","","",,0,535,,"","",""
3258,"8","","","","","",,0,376,122,"","",""
20785,"109","","","","","",,0,766,,"ФБУ ИК 9","",""
3260,"12 Б","","","","","",,7,1020,111,"","",""
3263,"3","","","","","",,19,1050,,"","",""
3264,"1","","","","","",,15,1145,,"","",""
3266,"24","","","","","",,17,1094,,"","",""
3268,"2","","","","","",,3,1073,,"","",""
20786,"34","","","","","",,0,734,,"","",""
20787,"1 А","","","","","",,0,358,,"","",""
20788,"16","","","","","",,0,280,,"","",""
3274,"7","","","","","",,23,1067,,"","",""
20849,"15","","","","","",,14,1615,,"","",""
12200,"13 Б","","","","","",,8,1451,,"","",""
2611,"8 А","","","","","",,0,841,,"","",""
2615,"4","","","","","",,0,529,,"","",""
2617,"42","","","5","","11",,0,436,,"","",""
2621,"42","","","","14","",,0,436,,"","",""
2626,"42","","","","","46",,0,436,,"","",""
2629,"2","","","","23","",,0,79,,"","",""
