street_id,name,city_id
1024,"Комсомольская ул.",12
1032,"Курортный пер.",7
1031,"Володарского ул.",7
1066,"Ю. Гагарина ул.",23
1067,"Тельмана ул.",23
1068,"Калининградская ул.",23
1069,"Крупской ул.",23
1070,"Гастелло ул.",2
1071,"Воровского ул.",2
1072,"Мамина-Сибиряка ул.",2
1073,"Кржижановского ул.",3
1074,"Партизанская ул.",14
1079,"Садовая ул.",7
1084,"Пионерская ул.",13
1085,"Победы ул.",6
1128,"Железнодорожная ул.",3
1139,"Строительная ул.",3
1149,"Парковая ул.",5
1150,"Черняховского ул.",24
1165,"Победы 2-й пер.",14
1173,"Революции ул.",2
1174,"Крупской ул.",14
1175,"Кронштадтская ул.",9
1176,"Армейская ул.",12
1177,"Садовая ул.",14
1178,"З. Космодемьянской ул.",6
1179,"Лесная ул.",2
1180,"Победы пл.",16
1181,"Юбилейная ул.",23
1182,"А. Толстого ул.",6
1183,"Дружбинское ш",16
1192,"Железнодорожный пер.",9
1193,"Капл.унова ул.",9
1194,"Железнодорожная ул.",6
1195,"Артиллерийская ул.",6
1196,"Новая ул.",13
1197,"Ленина ул.",3
1224,"Ломоносова ул.",9
1225,"Водолазная ул.",9
1226,"Почтовая ул.",22
1227,"Мостовая ул.",16
1229,"Новая ул.",15
1230,"А. Невского ул.",2
1231,"Шоссейная ул.",24
1232,"Малахова ул.",6
1233,"Большаковская ул.",71
1234,"Рыбачий пер.",72
1235,"Октябрьская ул.",160
1236,"Кирова ул.",146
1237,"Комсомольская ул.",60
1238,"Пограничная ул.",66
1239,"Коммунистическая ул.",68
1252,"Геологическая ул.",172
1254,"Шатурская ул.",38
1255,"Зеленая ул.",88
1256,"Чехова ул.",2
1257,"Центральная ул.",174
1258,"Центральная ул.",99
1259,"Гурьева ул.",175
1260,"Административная ул.",176
1261,"Центральная ул.",177
1262,"Школьная ул.",178
1263,"Калининградская ул.",179
1264,"Строительный пер.",125
1266,"А. Невского ул.",152
1268,"Зеленая ул.",6
1269,"Молодежная ул.",184
1271,"Советская ул.",188
1272,"Попова ул.",189
1273,"Советская ул.",190
1281,"пр.игородная ул.",13
1282,"Железнодорожная ул.",10
1283,"Заречная ул.",102
1284,"пр.иозерная ул.",197
1285,"Парковая ул.",148
1286,"Советская ул.",198
1287,"Центральная ул.",194
1288,"Центральная ул.",52
1289,"Центральная ул.",199
1290,"Балтийская ул.",85
1291,"Центральная ул.",91
1293,"Центральная ул.",97
1295,"Советская ул.",136
1296,"Бассейная ул.",202
1299,"Шоссейная ул.",27
1303,"Советская ул.",56
1304,"Железнодорожный пер.",19
1305,"Победы ул.",126
1308,"Победы ул.",206
1309,"Морской б-р",9
1312,"Генерала Карижского ул.",14
1313,"Садовая ул.",23
1316,"Павлова ул.",9
1317,"Центральная ул.",138
1318,"Советская ул.",209
1319,"Лесная ул.",210
1320,"Центральная ул.",98
1322,"Школьная ул.",211
1323,"Калинина ул.",1
1324,"Куйбышева ул.",212
1336,"Ушакова ул.",9
1337,"Победы пл.",23
1327,"Дзержинского ул.",49
1328,"Центральная ул.",28
1329,"Некрасова ул.",79
1330,"Садовая ул.",213
1331,"Центральная ул.",214
1333,"Почтовая ул.",216
1338,"Железнодорожная ул.",109
1339,"Вокзальная ул.",18
1340,"Калининградское ш",12
1342,"Вокзальная ул.",24
1343,"Железнодорожная ул.",21
1344,"пр.ивокзальная пл.",7
1345,"Генерал-лейтенанта Захарова ул.",204
1346,"Пушкина ул.",14
1347,"наб.ережная ул.",16
1348,"Комсомольская ул.",17
1349,"Братский пер.",3
1350,"Советская ул.",5
1351,"Олимпийский бул.",13
1352,"Тельмана ул.",15
1353,"Гончарова ул.",2
1354,"Тельмана ул.",14
1355,"Энергетическая ул.",3
1356,"Московская ул.",17
1357,"Яльцева ул.",3
1358,"Утина ул.",21
1359,"Молодежный пер.",16
1360,"9 Января ул.",2
1361,"Серова ул.",2
1362,"Шаманова ул.",12
1363,"Иркутско-Пинской дивизии ул.",21
1365,"Центральная ул.",219
1366,"Школьная ул.",220
1367,"Луначарского ул.",2
1368,"Театральная ул.",22
1369,"Красноармейская ул.",16
1370,"Крымская ул.",7
1371,"Рабочая ул. ",2
1372,"Космонавтов ул.",2
1373,"Дружбы ул.",21
1374,"Территория МПМК 3",16
1375,"Красная ул.",1
1376,"Красная ул.",2
1379,"Калининградская ул.",15
1380,"Советская ул.",24
1381,"Советская ул.",142
1382,"Садовая ул.",109
1383,"Ломоносова ул.",2
1384,"Гвардейская ул.",225
1385,"Чехова ул.",9
1386,"Школьная ул.",91
1387,"Победы ул.",137
