"ORG_ID","FACT_NAME","DATE_POSTED","PROJECT_ID","FROM_ID","SOC_RUBRIC","ACTIVE","MDF_USER","MDF_TIME","AUTHOR_USER","AGENT_ID"
16472,"ХАДО-Калининград",,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
16474,"Авиамир",,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
23343,"Дружба ЖСК",24.06.13,1007,2,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
23342,"Домовёнок ",24.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
661,"КАЛИНИНГРАДАГРОСНАБ ОАО",19.06.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1013
713,"X-Телеком",20.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
59,"Форсайд Агентство недвижимости",29.05.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
23344,"Дуэт +",24.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
68,"Торговое холодильное оборудование",29.05.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
84,"НЕДОЗВОН/Геррос",29.05.07,1006,2,1,0,"GTS_ADMIN",14.11.12,"",1010
91,"Фест",29.05.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
96,"CENTRUM КАНЦТОВАРЫ (Германия)",29.05.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1010
280,"Твой Дом",01.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
287,"Зеленоглазое Такси",01.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
685,"СТ-СтройПроект",20.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
23345,"Евро бордюр",24.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
23346,"Евродом",24.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1892,"Балттекстиль",11.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
55,"ОПЕРАТИВНАЯ ПОЛИГРАФИЯ ТИПОГРАФИЯ",29.05.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1013
116,"Балтийский Дом",30.05.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
23347,"Евролаб",24.06.13,1007,2,1,1,"GTS_ADMIN",18.12.13,"GTS_ADMIN",1011
167,"НЕДОЗВОН/Виктория",30.05.07,1007,2,1,0,"GTS_ADMIN",12.09.13,"",1022
183,"НЕДОЗВОН/Виндзор",31.05.07,1007,2,1,0,"GTS_ADMIN",12.09.13,"",1022
200,"Центр-Авто",31.05.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
213,"СанТермо ООО",31.05.07,1007,2,1,1,"GTS_ADMIN",07.02.14,"",1013
236,"Лакор ООО",31.05.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
250,"Медицинская одежда",31.05.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
259,"Балтийское стекло ГК",31.05.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
18975,"Светлогорская центральная городская детская библиотека",22.11.10,1007,2,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1007
18210,"Автозапчасти VA6 Audi Skoda Fiat",,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
369,"Рек-Сервис",05.06.07,1007,2,1,1,"GTS_ADMIN",26.12.13,"",1010
398,"Калининградская Вечерка",06.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
22562,"Бэбимания Магазин для беременных",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
428,"Юстиция Специализированная коллегия адвокатов НО",06.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
471,"Вкус-сервис ООО",07.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
482,"РИКО-Авто",07.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
499,"Рессавто",07.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
22563,"Бэва-авто",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1490,"Christrio Школа-студия маникюра",07.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
1616,"Москоммерцбанк ОАО ФКБ",14.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
18930,"Мануфактура ТД ООО",19.11.10,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
22564,"Бюро бухгалтерских услуг",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
18935,"Кремний ООО",19.11.10,1007,2,1,1,"GTS_ADMIN",20.12.13,"GTS_ADMIN",1022
22565,"Бюро бухгалтерских услуг ",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1661,"ДАШЕ",15.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1021
1665,"Парк-Тур",15.08.07,1007,2,1,1,"GTS_ADMIN",18.12.13,"",1010
1674,"Барнаульский ТОЦ",15.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1703,"Карапуз",16.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
1727,"Новомед МЦ",17.08.07,1007,2,3,1,"GTS_ADMIN",11.11.13,"",1013
1761,"Севзапэлектромонтаж Кд ООО",20.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1766,"ГермаФлекс ООО",20.08.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1010
1794,"ОМС-Калининград",21.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1811,"Pictorica ООО",24.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
1860,"Панорама Служба замены окон",10.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
22566,"Бюро земельных отношений ООО",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
349,"Бюро иностранных языков ООО",02.06.07,1007,2,1,1,"GTS_ADMIN",04.02.14,"",1010
18963,"Водоканал ВНС Полоцкая",22.11.10,1007,2,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1007
22567,"Бюро кредитных решений",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
438,"КСИЛ Калининград ООО",06.06.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1007
447,"Домар плюс",06.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
583,"Маленькая страна",14.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
270,"ВТБ 24 ЗАО Операционный офис Калининградский",01.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
278,"Визард",01.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
531,"НОВОБАЛТ терминал",08.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
554,"Фортуна ",08.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
22568,"Бюро путешествий",15.04.13,1007,2,1,1,"GTS_ADMIN",05.02.14,"GTS_ADMIN",1011
600,"Стоматологические расходные материалы",19.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
602,"Ломбард Региональный залоговый дом",19.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
606,"Де Люкс Фантазия",19.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
18966,"Водопроводный участок Московского района",22.11.10,1007,2,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1007
2163,"Юридическое бюро Королевой В.А.",14.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
2643,"Белоглазов В.А. ИП",24.09.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1010
20415,"Центр пародонтологии",01.11.11,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1013
2669,"Пуро",24.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
2687,"ТЭК Вест Логистик ООО",24.09.07,1007,2,1,1,"GTS_ADMIN",20.12.13,"",1010
1955,"Восточный экспресс",11.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
1164,"Юрина А.З. ИП",25.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
20416,"ШинТорг ООО",01.11.11,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1008
1173,"Рол-Гарант",25.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1186,"Строймастер",25.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
20418,"Хайдуров А.М. ИП",01.11.11,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1021
1195,"Центр красоты лица и тела",25.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
1254,"Гарант ",27.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
1264,"Алит ДПХ ЗАО",27.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
18213,"Стандарт плюс",,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
1282,"Янк-Тур",30.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1291,"Калининградские Курорты",30.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1312,"СКРЕПКА",30.07.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1008
22569,"Бюро юридических услуг",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
775,"О.В.И. Стоматологический магазин",21.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
778,"Валентина   ",21.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
860,"Янтарный полигрим ООО",22.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
22570,"Вагонмашторг",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22571,"Валентина  ",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22572,"Ваш финансовый советник",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22573,"Ваши окна",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1563,"Дом дверей",10.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1580,"Ажур Студия натяжных потолков",10.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
1599,"Турсервис ВЗ",10.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
1839,"Вилена Транс",07.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1844,"Балтпромпроект ООО",07.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1952,"Автопрокат Сити-Рент",11.09.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1007
868,"ГАЗ детали машин. Специализированный магазин",25.06.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1010
22574,"Велес",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22575,"Велл",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
954,"Аветти Салон ткани",26.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1004
956,"6/8 Студия красоты",26.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
987,"Мебельщик ТК",28.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
990,"Балт-Акво",28.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
999,"Аккорд",28.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1019,"Ильтедема",29.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
1021,"Экотехника ООО",29.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
1041,"РЭД (Региональный электронный дом)",04.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
22576,"Вендор",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22577,"Вега ООО ",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
729,"Аккумуляторный центр",20.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
739,"Мишель",20.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
742,"De Luxe Ювелирторг",20.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
22578,"Вектор ООО ",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22579,"Вертикаль  ",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
754,"Инь-Янь филиал Центра восточной медицины",20.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
760,"НЕДОЗВОН/Мастер Мебель",20.06.07,1007,2,1,0,"GTS_ADMIN",12.09.13,"",1022
22580,"Верфь Пеликан Лтд ООО",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
791,"Наталия",21.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
22581,"Веселый дворик",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22582,"Виера",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
813,"Циркон Ювелирная мастерская",21.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
826,"ЕвроСтиль ",21.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
833,"Канзас",21.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
1056,"Вивагс ООО",04.07.07,1007,2,3,1,"GTS_ADMIN",11.11.13,"",1022
885,"Конта Стиль",25.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
22583,"Староверовы ИП",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22584,"Викта Транс Балтия",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1022
976,"Офис-Дом",27.06.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1098,"Альфа Страхование ОАО",13.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
1122,"Автозапчасти 74",16.07.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1013
1136,"Дельта Строй",24.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
1147,"Талана ООО",24.07.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1010
22585,"Вилта",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1244,"7 Небо",27.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
1332,"Гранит ООО",31.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
22588,"Вираж  ",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1346,"Интеравто ООО",31.07.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
22587,"Вираж Наружная реклама",15.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1366,"Информ ООО",02.08.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1010
22695,"Балтийская коллегия адвокатов",29.04.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1399,"Кенгуру ООО",06.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
1421,"Калининградский морской рыбный порт ФГУП",06.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
22882,"Добролюбовка",16.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22883,"Новруз",16.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22884,"Добрый Самарянин",16.05.13,1007,2,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1464,"Чудо-батарейка",06.08.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
16458,"Онда-ателье",,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
22885,"Доверие Центр психолого-медико-социального сопровождения",16.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1013
18969,"Зеленоградское городское объединение библиотек",22.11.10,1007,3,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",
22886,"Дом-мастер",16.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22887,"Дом-Новострой",16.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22972,"Коэльнер Трейдинг КЛД ООО",24.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22973,"Благодать",24.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2252,"Неон Салон красоты",14.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
2254,"АВВА Эвакуатор",17.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
2282,"Колор Комплект ООО",17.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
2307,"Риэлт-Финанс ",17.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
2308,"Победа-Недвижимость ООО",17.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
22974,"Креатив ",24.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
1987,"EMS почта России",12.09.07,1007,2,3,1,"GTS_ADMIN",11.11.13,"",1011
2031,"Рыбтехцентр ОАО НПО",12.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
22975,"Кровля",24.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2596,"Джоуль",21.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
22976,"Калининград Тепло Техника ООО (КТТ)",24.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
18972,"Гусевское библиотечное объединение",22.11.10,1007,3,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",
2618,"Прометей Спортивный клуб",21.09.07,1007,2,2,1,"GTS_ADMIN",11.11.13,"",1010
18184,"Георгенсвальде",,1007,4,1,1,"GTS_ADMIN",11.11.13,"",
2321,"Элит ООО",17.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
22977,"Кузнецова Л.А. ИП",24.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2341,"Сталена ООО",17.09.07,1007,2,1,1,"GTS_ADMIN",12.11.13,"",1013
16460,"Офис Плюс",,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
15903,"Калининградский центр племенного животноводства",16.12.09,1007,2,1,1,"GTS_ADMIN",11.11.13,"OPERATOR_2",1021
22978,"Спектр-Энерго",24.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
22979,"Лабыч Н.В. ИП",24.05.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
23077,"Памятники        ",04.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2404,"Дюкон",18.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
23078,"Памятники, ковка",04.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2455,"Шелен",19.09.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1022
23079,"Памятники на Киевской",04.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
23080,"Парад дверей",04.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
23081,"Пастораль",04.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2502,"УралСиб Страховая группа ЗАО Калининградский филиал",19.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
2514,"Аллес",19.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
23082,"Пеликан",04.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2544,"Магазин №9",21.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
23083,"Пери ООО",04.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2047,"РИА ИТОГ ООО",12.09.07,1007,2,1,1,"GTS_ADMIN",18.12.13,"",1013
23084,"Пильвисто",04.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2070,"ISTO Дом интерьера",13.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
2088,"Ремзона",13.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
2110,"Италмаркет",13.09.07,1007,2,1,1,"GTS_ADMIN",12.11.13,"",1013
2129,"Транс Стартер ООО",13.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
23085,"Питер Пэн Центр раннего развития",04.06.13,1007,2,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
23348,"Европа",24.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
3628,"Агентство НАВИГАТОР ООО",16.10.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1008
18494,"Гутенберг Пресс ООО",20.10.10,1007,2,1,1,"GTS_ADMIN",10.02.14,"KSENIJ",1013
18495,"БэбиГут",20.10.10,1007,2,1,1,"GTS_ADMIN",11.11.13,"KSENIJ",1013
23349,"Евросервис ",24.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
3663,"ЭкоДом ООО",16.10.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
3682,"Страна Калининград неделя за неделей",17.10.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
23350,"Ефименко Э.А. ИП",24.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
3693,"Калининградская антенна",17.10.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
23351,"Живой источник",24.06.13,1007,2,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
3089,"Агентство по обеспечению занятости населения Калининградской области",02.10.07,1007,2,2,1,"GTS_ADMIN",11.11.13,"",1010
3152,"Управление вневедомственной охраны УМФД России по КО",03.10.07,1007,3,2,1,"GTS_ADMIN",11.11.13,"",
18976,"Приморьевская поселковая библиотека",22.11.10,1007,2,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1007
18987,"ДОЮС-Калининград",22.11.10,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1021
19038,"Эффект-GLASS",24.11.10,1007,2,1,1,"GTS_ADMIN",05.02.14,"GTS_ADMIN",1010
2167,"Armada Auto",14.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
2182,"Паркетцентр",14.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
2184,"Калининград-пожсертификация Орган по сертификации ООО",14.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
2189,"Граст-Балт ООО",14.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
23352,"Клуб бухгалтеров и аудиторов",24.06.13,1007,2,2,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2209,"Такси-сервис",14.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
2219,"АГЕНТСТВО СТАР ТРЭВЕЛ ООО",14.09.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1013
23353,"Залина",24.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1011
2233,"Гурман",14.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
3432,"Пожарная часть №23",12.10.07,1007,3,2,1,"GTS_ADMIN",11.11.13,"",
3436,"Пожарная часть №27",12.10.07,1007,3,2,1,"GTS_ADMIN",11.11.13,"",
3438,"Пожарная часть №31",12.10.07,1007,3,2,1,"GTS_ADMIN",11.11.13,"",
3468,"Декорум Центр оценки и экспертизы",13.10.07,1007,2,1,1,"GTS_ADMIN",29.01.14,"",1010
3607,"Караван Автомагазин",15.10.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
18223,"Турандот",,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
18381,"МегаТрейд ООО",,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
19513,"Комфортные Технологии Сервиса",08.12.10,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1008
3751,"ЕТАЙП",18.10.07,1007,2,1,1,"GTS_ADMIN",18.12.13,"",1013
3759,"Часы Женевы",18.10.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
23355,"Спецпроект ООО",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
3792,"Мастер компания ",18.10.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
3800,"София",19.10.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
23356,"Магазин товаров для рукоделия",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
2920,"Грант Автоцентр",28.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
23357,"Web4you",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
23358,"Декоративный камень",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
3214,"Всероссийское общество инвалидов КОО ОООВОИ",04.10.07,1007,2,2,1,"GTS_ADMIN",11.11.13,"",1007
18996,"Библиотека пос. Прибрежный",24.11.10,1007,2,2,1,"GTS_ADMIN",12.11.13,"GTS_ADMIN",1022
23359,"Игрушки   ",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
23360,"Гардарика — логистическая группа ООО",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
18783,"Адвокатский кабинет №307",03.11.10,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1013
23361,"Каменный город",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
23362,"Сибирское здоровье",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
23363,"Свобода выбора — тренинговый центр",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
17796,"Maxim",,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
3853,"Ромб столовая",20.10.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1013
3862,"Балтийский дом недвижимости",20.10.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1022
23364,"МПК ООО",26.06.13,1007,2,1,1,"GTS_ADMIN",11.11.13,"GTS_ADMIN",1010
2893,"Транс-Эксим ООО",26.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1010
2897,"БалтСтрой",26.09.07,1007,2,1,1,"GTS_ADMIN",11.11.13,"",1008
